dz11_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Crime_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Access_decile,Housing_decile,Crime_decile
S01003298,2338,2108,3421,671,3242,1125,5751,1917,4,4,6,2,5,9,2,3
S01003299,266,385,528,150,107,153,5834,897,1,1,1,1,1,9,1,2
S01003300,2510,2834,2436,1659,2887,665,4389,1794,4,5,4,3,5,7,2,3
S01003301,197,369,174,163,342,337,6085,301,1,1,1,1,1,10,1,1
S01003302,185,250,350,561,111,85,3042,78,1,1,1,1,1,5,1,1
S01003303,1552,3281,2175,182,2392,731,3565,173,3,6,4,1,4,6,2,1
S01003304,2501,2378,3126,1827,2379,62,6236,1532,4,4,5,3,4,10,1,3
S01003305,2035,1977,2518,1162,1940,1058,6386,1088,4,4,4,2,3,10,2,2
S01003306,975,710,1100,487,2076,356,4909,2730,2,2,2,1,4,8,1,5
S01003307,499,527,522,174,910,303,5072,2881,1,1,1,1,2,8,1,5
S01003308,924,1142,750,1134,997,926,1973,2041,2,2,2,2,2,4,2,4
S01003309,58,94,45,21,303,645,6142,624,1,1,1,1,1,10,1,1
S01003310,1352,1065,1607,1062,1380,640,5181,2475,3,2,3,2,3,8,1,4
S01003311,4705,4754,4281,3819,4335,1580,3155,4502,8,8,7,6,7,5,3,7
S01003312,856,802,793,560,1214,499,4848,3262,2,2,2,1,2,8,1,6
S01003313,77,205,19,1,926,256,6367,222,1,1,1,1,2,10,1,1
S01003314,42,151,22,42,156,307,6337,11,1,1,1,1,1,10,1,1
S01003315,2252,1868,3328,963,2449,894,5239,2345,4,3,6,2,4,9,2,4
S01003316,934,761,1145,1594,679,209,6458,461,2,2,2,3,2,10,1,1
S01003317,2139,1834,2483,3275,1426,1524,2045,3749,4,3,4,6,3,4,3,6
S01003318,4073,3789,3754,3428,3752,3582,3515,3729,7,6,6,6,6,6,6,6
S01003319,5108,6502,6504,6344,891,24,5823,6487,8,10,10,10,2,9,1,10
S01003320,3119,3515,3743,2949,1746,93,6090,1204,5,6,6,5,3,10,1,2
S01003321,3689,3033,3256,3345,3947,5294,3375,4686,6,5,6,6,7,6,9,8
S01003322,1003,1390,1193,329,1391,10,6405,718,2,3,2,1,3,10,1,2
S01003323,4589,4777,3925,4149,4471,1438,2603,4985,8,8,7,7,7,5,3,8
S01003324,1562,2475,2152,1159,513,57,6310,670,3,4,4,2,1,10,1,2
S01003325,2955,2056,3435,3100,2619,995,4507,3761,5,4,6,5,5,7,2,6
S01003326,567,348,402,817,1421,956,5130,2121,1,1,1,2,3,8,2,4
S01003327,967,1128,1242,426,1468,294,5994,238,2,2,2,1,3,10,1,1
S01003328,2928,3617,3515,2034,3808,506,4272,130,5,6,6,4,6,7,1,1
S01003329,1656,2047,1298,855,2671,1054,5641,1305,3,4,2,2,5,9,2,3
S01003330,5317,4978,5025,5213,4881,4677,2051,6381,9,8,8,9,8,4,8,10
S01003331,231,180,156,110,1580,1127,5882,1884,1,1,1,1,3,10,2,3
S01003332,818,702,1456,1421,419,102,2532,999,2,2,3,3,1,4,1,2
S01003333,356,403,427,147,852,873,5168,304,1,1,1,1,2,8,2,1
S01003334,1031,1047,1331,529,1129,604,3430,2008,2,2,3,1,2,6,1,4
S01003335,1443,1668,1598,1482,2327,621,3564,46,3,3,3,3,4,6,1,1
S01003336,129,139,88,100,754,729,5286,425,1,1,1,1,2,9,2,1
S01003337,25,21,41,36,224,178,3117,261,1,1,1,1,1,5,1,1
S01003338,2312,2157,2464,1741,2402,603,5619,2068,4,4,4,3,4,9,1,4
S01003339,1927,1567,3146,1363,1473,446,2940,3450,3,3,5,3,3,5,1,6
S01003340,650,520,678,294,1502,982,5456,1266,1,1,2,1,3,9,2,2
S01003341,4852,4380,4681,5415,3896,3287,2694,3883,8,7,8,9,6,5,6,6
S01003342,151,231,272,33,307,69,5635,494,1,1,1,1,1,9,1,1
S01003343,121,154,262,95,84,139,2722,2388,1,1,1,1,1,5,1,4
S01003344,2593,2664,3626,5155,668,571,1884,4509,4,5,6,8,2,3,1,7
S01003345,1300,1232,1355,867,1784,716,3436,2479,2,2,3,2,3,6,2,4
S01003346,589,828,677,102,772,819,5394,1607,1,2,2,1,2,9,2,3
S01003347,33,58,56,28,88,175,4514,396,1,1,1,1,1,7,1,1
S01003348,2333,2495,2807,1126,2340,1234,5400,1505,4,4,5,2,4,9,2,3
S01003349,541,724,652,127,702,426,5148,1492,1,2,2,1,2,8,1,3
S01003350,1105,1037,1917,1154,476,488,1760,2959,2,2,3,2,1,3,1,5
S01003351,508,929,834,48,482,54,5920,674,1,2,2,1,1,10,1,2
S01003352,283,399,207,227,849,231,3396,1287,1,1,1,1,2,6,1,2
S01003353,273,447,430,74,402,282,6385,185,1,1,1,1,1,10,1,1
S01003354,277,234,247,85,1446,511,3932,4425,1,1,1,1,3,7,1,7
S01003355,1276,986,1560,1011,1166,921,6390,1666,2,2,3,2,2,10,2,3
S01003356,146,160,99,397,302,335,6470,488,1,1,1,1,1,10,1,1
S01003357,471,681,890,457,151,197,4006,269,1,2,2,1,1,7,1,1
S01003358,1847,3036,2555,490,4051,378,3726,12,3,5,4,1,7,6,1,1
S01003359,5100,5196,4704,5626,4031,4200,2200,4089,8,8,8,9,7,4,7,7
S01003360,1670,2444,2066,1096,1171,1627,2419,865,3,4,4,2,2,4,3,2
S01003361,581,639,390,429,1140,581,4709,2334,1,1,1,1,2,8,1,4
S01003362,579,723,1277,317,249,856,982,3248,1,2,2,1,1,2,2,5
S01003363,726,622,685,477,1146,1169,4629,2951,2,1,2,1,2,8,2,5
S01003364,248,308,364,107,489,182,6252,324,1,1,1,1,1,10,1,1
S01003365,741,1584,899,259,381,309,4136,928,2,3,2,1,1,7,1,2
S01003366,4833,5698,5771,5857,3239,237,4018,382,8,9,9,10,5,7,1,1
S01003367,35,39,53,7,281,269,6070,94,1,1,1,1,1,10,1,1
S01003368,4919,5288,5729,2803,5816,184,3660,1895,8,9,9,5,9,6,1,3
S01003369,400,296,253,416,1038,898,4578,4853,1,1,1,1,2,8,2,8
S01003370,3868,3528,4678,5031,1557,170,6490,2400,6,6,8,8,3,10,1,4
S01003371,3272,3081,3123,4391,2330,74,6417,2352,6,5,5,7,4,10,1,4
S01003372,373,353,495,452,212,1045,3643,2033,1,1,1,1,1,6,2,4
S01003373,555,984,574,229,1187,484,4409,4,1,2,1,1,2,7,1,1
S01003374,199,122,328,2921,53,1025,1968,246,1,1,1,5,1,4,2,1
S01003375,1537,1747,1874,321,2123,460,4989,4143,3,3,3,1,4,8,1,7
S01003376,49,130,78,70,81,110,2414,708,1,1,1,1,1,4,1,2
S01003377,767,791,576,440,1702,503,4901,2189,2,2,1,1,3,8,1,4
S01003378,750,817,1344,1001,122,193,4666,1500,2,2,3,2,1,8,1,3
S01003379,10,12,35,82,8,5,3918,536,1,1,1,1,1,7,1,1
S01003380,2936,2492,3510,2663,2141,366,6415,2085,5,4,6,5,4,10,1,4
S01003381,1651,1586,1787,1067,2251,379,3326,2961,3,3,3,2,4,6,1,5
S01003382,2773,3253,3369,2396,1330,487,5530,1409,5,5,6,4,3,9,1,3
S01003383,1226,1219,1253,621,1860,983,5121,1303,2,2,2,1,3,8,2,3
S01003384,715,692,690,260,1224,1422,5713,2835,2,2,2,1,2,9,3,5
S01003385,3292,2758,3257,2890,3542,227,6320,2996,6,5,6,5,6,10,1,5
S01003386,420,372,451,144,1142,457,5594,1750,1,1,1,1,2,9,1,3
S01003387,399,481,423,346,667,60,4127,544,1,1,1,1,2,7,1,1
S01003388,177,199,393,138,146,326,4034,918,1,1,1,1,1,7,1,2
S01003389,175,244,240,253,280,61,5069,189,1,1,1,1,1,8,1,1
S01003390,36,73,60,9,159,177,2897,375,1,1,1,1,1,5,1,1
S01003391,169,119,123,536,345,538,5911,1536,1,1,1,1,1,10,1,3
S01003392,2292,1902,2679,2534,1995,183,6092,1655,4,3,5,4,4,10,1,3
S01003393,808,1108,676,189,1561,797,4896,3251,2,2,2,1,3,8,2,5
S01003394,760,942,896,1471,441,46,1097,3120,2,2,2,3,1,2,1,5
S01003395,2990,2387,3305,3925,1519,438,6222,4167,5,4,6,7,3,10,1,7
S01003396,424,599,388,252,554,190,6158,1028,1,1,1,1,1,10,1,2
S01003397,27,11,59,90,11,118,4662,1539,1,1,1,1,1,8,1,3
S01003398,341,314,709,255,183,334,4078,1585,1,1,2,1,1,7,1,3
S01003399,4029,4598,5202,4726,2237,406,3228,690,7,8,8,8,4,5,1,2
S01003400,805,716,1033,130,1875,1268,5977,2402,2,2,2,1,3,10,2,4
S01003401,12,15,47,8,59,69,3792,417,1,1,1,1,1,6,1,1
S01003402,11,8,33,15,58,111,4550,569,1,1,1,1,1,7,1,1
S01003403,2036,2429,2635,1717,1389,217,6471,358,4,4,5,3,3,10,1,1
S01003404,78,93,122,205,100,1,4525,1234,1,1,1,1,1,7,1,2
S01003405,849,1265,680,727,924,253,1479,6439,2,2,2,2,2,3,1,10
S01003406,1880,2133,1671,2101,1059,264,6012,3505,3,4,3,4,2,10,1,6
S01003407,1409,1212,1178,1087,2728,1410,4609,1721,3,2,2,2,5,8,3,3
S01003408,1051,544,1235,1505,1817,468,6032,771,2,1,2,3,3,10,1,2
S01003409,2353,2738,3800,624,2193,268,6026,1538,4,5,6,1,4,10,1,3
S01003410,2834,3235,3326,2760,4217,207,5502,1,5,5,6,5,7,9,1,1
S01003411,406,359,461,216,657,591,6002,1479,1,1,1,1,2,10,1,3
S01003412,733,627,823,574,887,420,5827,1462,2,1,2,1,2,9,1,3
S01003413,1076,1251,1257,476,1309,593,3928,1163,2,2,2,1,3,7,1,2
S01003414,158,192,164,600,219,80,2709,546,1,1,1,1,1,5,1,1
S01003415,2065,2489,3028,2210,1139,116,2076,1541,4,4,5,4,2,4,1,3
S01003416,165,240,219,18,955,476,4817,132,1,1,1,1,2,8,1,1
S01003417,2629,2514,3022,2407,1458,199,6439,3365,5,4,5,4,3,10,1,6
S01003418,134,265,173,39,230,157,5437,423,1,1,1,1,1,9,1,1
S01003419,55,56,93,208,121,161,3195,485,1,1,1,1,1,5,1,1
S01003420,739,1985,1008,1132,12,83,6060,196,2,4,2,2,1,10,1,1
S01003421,217,162,239,282,644,516,3884,1736,1,1,1,1,1,6,1,3
S01003422,1077,863,1377,800,842,206,6163,2838,2,2,3,2,2,10,1,5
S01003423,4169,4807,4696,3966,1571,339,6286,2619,7,8,8,7,3,10,1,5
S01003424,166,390,296,12,239,44,6138,216,1,1,1,1,1,10,1,1
S01003425,3733,3384,3580,4244,2960,188,6491,2095,6,6,6,7,5,10,1,4
S01003426,1574,1499,1483,1033,2834,259,4961,1490,3,3,3,2,5,8,1,3
S01003427,645,658,336,430,2018,1027,4368,2538,1,2,1,1,4,7,2,4
S01003428,53,109,23,97,338,260,3304,487,1,1,1,1,1,6,1,1
S01003429,5589,5353,6056,6394,3091,156,6455,3376,9,9,10,10,5,10,1,6
S01003430,3155,2966,3264,4423,2185,201,6387,1029,5,5,6,7,4,10,1,2
S01003431,385,422,356,327,452,246,5512,2107,1,1,1,1,1,9,1,4
S01003432,4153,4525,5139,5671,1523,350,6487,722,7,7,8,9,3,10,1,2
S01003433,3788,4049,4485,4265,4815,121,5964,16,6,7,7,7,8,10,1,1
S01003434,118,102,77,316,292,17,5309,2969,1,1,1,1,1,9,1,5
S01003435,90,108,271,88,72,92,3107,657,1,1,1,1,1,5,1,2
S01003436,1590,3035,1910,631,2468,704,2620,35,3,5,3,1,4,5,2,1
S01003437,4736,5115,5026,5856,3123,300,6368,474,8,8,8,10,5,10,1,1
S01003438,4899,4271,4337,4941,4637,342,5484,4238,8,7,7,8,8,9,1,7
S01003439,216,249,131,44,3431,733,5333,292,1,1,1,1,6,9,2,1
S01003440,795,678,848,518,1469,641,5164,1073,2,2,2,1,3,8,1,2
S01003441,124,263,169,77,190,77,6137,102,1,1,1,1,1,10,1,1
S01003442,602,649,794,274,515,676,6048,1070,1,1,2,1,1,10,2,2
S01003443,332,486,535,177,210,428,3633,976,1,1,1,1,1,6,1,2
S01003444,30,46,64,37,16,88,6259,611,1,1,1,1,1,10,1,1
S01003445,985,1166,1136,591,949,515,4800,869,2,2,2,1,2,8,1,2
S01003446,3577,3433,3657,3987,3196,132,5543,1304,6,6,6,7,5,9,1,3
S01003447,2513,3184,4143,1651,948,134,3044,3300,4,5,7,3,2,5,1,6
S01003448,1209,1012,1329,423,2003,746,5645,4172,2,2,3,1,4,9,2,7
S01003449,3203,2423,3148,4372,3924,104,5943,1458,5,4,5,7,7,10,1,3
S01003450,866,877,628,501,2099,180,6272,1937,2,2,1,1,4,10,1,3
S01003451,2879,2538,2509,3722,2432,686,6411,1892,5,4,4,6,4,10,2,3
S01003452,2400,4659,3701,1357,833,2174,3150,264,4,8,6,3,2,5,4,1
S01003453,4924,4597,4904,5883,2905,519,5991,2642,8,8,8,10,5,10,1,5
S01003454,1539,1522,1945,3022,744,283,6396,199,3,3,3,5,2,10,1,1
S01003455,20,10,26,43,48,218,4900,1839,1,1,1,1,1,8,1,3
S01003456,71,138,220,115,10,21,2524,760,1,1,1,1,1,4,1,2
S01003457,357,591,585,415,34,301,5902,535,1,1,1,1,1,10,1,1
S01003458,1244,1338,1477,1040,680,720,4005,2638,2,3,3,2,2,7,2,5
S01003459,444,535,731,191,437,252,4598,675,1,1,2,1,1,8,1,2
S01003460,3800,4127,4797,4000,3185,318,4219,255,6,7,8,7,5,7,1,1
S01003461,1789,1280,1579,2136,2437,1424,3838,4401,3,2,3,4,4,6,3,7
S01003462,149,71,179,864,184,502,4084,966,1,1,1,2,1,7,1,2
S01003463,1351,1039,2571,1180,640,340,5632,1267,3,2,4,2,1,9,1,2
S01003464,3706,2709,4192,5502,3011,222,6392,1179,6,5,7,9,5,10,1,2
S01003465,3709,3507,3751,2917,3860,99,6231,2062,6,6,6,5,6,10,1,4
S01003466,868,951,714,815,2238,95,6437,119,2,2,2,2,4,10,1,1
S01003467,615,673,553,410,767,609,3174,3225,1,2,1,1,2,5,1,5
S01003468,2758,2381,3324,3748,1863,70,6152,1292,5,4,6,6,3,10,1,2
S01003469,1243,1418,1177,875,1370,656,6420,673,2,3,2,2,3,10,2,2
S01003470,2466,2952,2743,3430,1465,4,6121,612,4,5,5,6,3,10,1,1
S01003471,91,64,175,200,65,324,5633,1251,1,1,1,1,1,9,1,2
S01003472,992,708,915,1039,1703,345,5758,1982,2,2,2,2,3,9,1,4
S01003473,1471,1517,1520,1455,1736,354,5951,389,3,3,3,3,3,10,1,1
S01003474,4893,4260,5507,6037,4111,63,6198,1041,8,7,9,10,7,10,1,2
S01003475,1571,1349,1951,1193,1541,357,6464,1175,3,3,3,2,3,10,1,2
S01003476,2284,2506,2371,1839,2239,857,2596,3336,4,4,4,3,4,4,2,6
S01003477,2745,2809,2386,1695,4012,79,6395,2947,5,5,4,3,7,10,1,5
S01003478,2190,2117,2358,2255,2005,89,6216,1184,4,4,4,4,4,10,1,2
S01003479,3512,3402,2769,3210,4068,64,6414,4323,6,6,5,5,7,10,1,7
S01003480,220,158,166,158,1407,674,5830,1674,1,1,1,1,3,9,2,3
S01003481,2402,1941,2378,2539,2711,533,6449,1711,4,3,4,4,5,10,1,3
S01003482,113,87,96,628,137,225,6056,473,1,1,1,1,1,10,1,1
S01003483,447,208,537,710,1162,65,3063,2971,1,1,1,2,2,5,1,5
S01003484,3507,3563,3667,3516,4205,436,5996,272,6,6,6,6,7,10,1,1
S01003485,5242,4830,5307,6069,3417,148,5999,3866,9,8,9,10,6,10,1,6
S01003486,123,141,283,120,106,158,3183,922,1,1,1,1,1,5,1,2
S01003487,2890,2501,3609,2287,2868,126,6017,1349,5,4,6,4,5,10,1,3
S01003488,477,948,749,73,274,383,3306,2213,1,2,2,1,1,6,1,4
S01003489,83,175,141,47,66,381,4024,1195,1,1,1,1,1,7,1,2
S01003490,917,504,940,1042,1688,689,6407,1576,2,1,2,2,3,10,2,3
S01003491,3043,3886,4710,4220,854,73,6087,266,5,6,8,7,2,10,1,1
S01003492,1752,1533,2087,1868,1708,465,4271,1224,3,3,4,3,3,7,1,2
S01003493,327,406,162,773,440,455,5528,1159,1,1,1,2,1,9,1,2
S01003494,999,885,1793,780,399,284,6440,1509,2,2,3,2,1,10,1,3
S01003495,1281,1541,2204,566,672,549,5788,626,2,3,4,1,2,9,1,1
S01003496,3614,3146,3329,4090,3259,122,6315,2995,6,5,6,7,6,10,1,5
S01003497,4368,3856,3520,5040,4839,570,6010,1944,7,6,6,8,8,10,1,3
S01003498,1166,858,736,1000,3494,955,5466,2905,2,2,2,2,6,9,2,5
S01003499,2293,1640,2314,2281,3330,91,5950,3431,4,3,4,4,6,10,1,6
S01003500,234,125,170,2031,203,322,6217,1264,1,1,1,4,1,10,1,2
S01003501,3703,3733,3950,4808,2602,151,6493,622,6,6,7,8,4,10,1,1
S01003502,1456,2055,2058,1475,1130,97,1368,796,3,4,4,3,2,3,1,2
S01003503,5622,4317,4913,5946,6206,588,6339,4924,9,7,8,10,10,10,1,8
S01003504,4559,4432,4299,5830,4037,233,6263,769,8,7,7,9,7,10,1,2
S01003505,3453,6502,6505,5955,29,119,4399,6487,6,10,10,10,1,7,1,10
S01003506,4677,3914,4082,5344,4715,646,6292,1931,8,7,7,9,8,10,1,3
S01003507,4961,4132,5084,5938,3931,1049,6215,1360,8,7,8,10,7,10,2,3
S01003508,432,428,198,381,1978,442,5059,2174,1,1,1,1,4,8,1,4
S01003509,6417,6039,6187,6424,6049,900,5976,4175,10,10,10,10,10,10,2,7
S01003510,1894,2482,2787,3073,298,168,4686,1436,3,4,5,5,1,8,1,3
S01003511,6147,5801,5869,4925,6430,2180,6274,2122,10,9,10,8,10,10,4,4
S01003512,347,352,355,323,580,155,4328,1665,1,1,1,1,1,7,1,3
S01003513,5177,4634,4775,5926,4360,229,6052,3223,8,8,8,10,7,10,1,5
S01003514,5107,4613,5674,5831,4237,346,6178,854,8,8,9,9,7,10,1,2
S01003515,94,79,119,280,136,425,4118,761,1,1,1,1,1,7,1,2
S01003516,3686,4029,3271,2467,4448,1110,3098,3338,6,7,6,4,7,5,2,6
S01003517,3599,3293,3318,4002,2623,451,6206,3057,6,6,6,7,5,10,1,5
S01003518,643,505,483,456,1801,759,6502,1038,1,1,1,1,3,10,2,2
S01003519,402,490,339,367,707,105,5924,555,1,1,1,1,2,10,1,1
S01003520,4975,3348,4738,4415,5743,1080,6473,5094,8,6,8,7,9,10,2,8
S01003521,5015,5287,5785,6157,3226,131,6204,600,8,9,9,10,5,10,1,1
S01003522,5269,5015,4300,5541,4796,573,6046,3678,9,8,7,9,8,10,1,6
S01003523,561,772,310,643,1299,51,3853,1049,1,2,1,1,2,6,1,2
S01003524,5591,4573,5263,5500,6036,2027,5151,2624,9,8,9,9,10,8,4,5
S01003525,5663,4416,5406,5705,5633,897,6011,4199,9,7,9,9,9,10,2,7
S01003526,5384,4782,4902,6116,5033,1581,5472,1773,9,8,8,10,8,9,3,3
S01003527,5749,5095,5021,5553,6380,3504,3906,3677,9,8,8,9,10,7,6,6
S01003528,2665,2485,2761,3246,1742,959,3129,4533,5,4,5,5,3,5,2,7
S01003529,4596,4188,4256,5431,2531,2169,4716,4514,8,7,7,9,4,8,4,7
S01003530,5383,4727,5373,6126,4159,353,5291,3553,9,8,9,10,7,9,1,6
S01003531,408,513,335,516,656,107,6485,205,1,1,1,1,2,10,1,1
S01003532,4432,3226,3732,3506,5899,4421,5925,3680,7,5,6,6,10,10,7,6
S01003533,2814,4498,5148,4274,130,373,3986,2239,5,7,8,7,1,7,1,4
S01003534,1708,1929,2334,978,983,1099,6205,1092,3,3,4,2,2,10,2,2
S01003535,1597,1566,1199,1889,1867,542,6460,1445,3,3,2,3,3,10,1,3
S01003536,6480,6103,6279,5848,6370,3340,6500,4332,10,10,10,9,10,10,6,7
S01003537,1349,1011,1468,1189,1396,616,5802,3085,3,2,3,2,3,9,1,5
S01003538,702,640,705,629,786,561,4467,2461,2,1,2,1,2,7,1,4
S01003539,6240,5364,5834,5753,6396,2875,4523,5204,10,9,9,9,10,7,5,8
S01003540,258,822,500,38,55,41,4481,581,1,2,1,1,1,7,1,1
S01003541,976,1044,1551,848,654,498,3942,356,2,2,3,2,2,7,1,1
S01003542,5339,4140,5135,4411,6091,1961,6294,2826,9,7,8,7,10,10,4,5
S01003543,355,360,400,663,213,281,5728,913,1,1,1,2,1,9,1,2
S01003544,5937,5300,4971,5879,6111,2604,4645,4676,10,9,8,10,10,8,5,8
S01003545,6356,5949,5687,6467,6000,1442,5921,4281,10,10,9,10,10,10,3,7
S01003546,232,203,324,211,330,476,5033,1657,1,1,1,1,1,8,1,3
S01003547,3117,3286,2680,2830,2931,652,4929,2527,5,6,5,5,5,8,2,4
S01003548,2332,3192,4467,3561,501,365,4143,112,4,5,7,6,1,7,1,1
S01003549,181,217,354,219,112,173,2982,1573,1,1,1,1,1,5,1,3
S01003550,4270,4336,4184,3631,3613,3184,2008,5642,7,7,7,6,6,4,5,9
S01003551,566,835,924,206,344,141,4435,924,1,2,2,1,1,7,1,2
S01003552,6370,5569,6007,6308,5997,1492,5957,5122,10,9,10,10,10,10,3,8
S01003553,67,113,76,58,119,375,4456,1941,1,1,1,1,1,7,1,3
S01003554,5261,4786,4792,4169,5673,793,4581,5143,9,8,8,7,9,8,2,8
S01003555,6098,5728,6182,6412,5991,1766,4646,1559,10,9,10,10,10,8,3,3
S01003556,6319,5655,5755,5952,6466,5463,5986,2660,10,9,9,10,10,10,9,5
S01003557,140,220,237,289,21,58,4438,682,1,1,1,1,1,7,1,2
S01003558,6408,5791,5924,5501,6473,4914,6380,3824,10,9,10,9,10,10,8,6
S01003559,5926,5495,4751,5639,6007,5292,6461,2319,10,9,8,9,10,10,9,4
S01003560,5955,5317,5742,5011,6148,4590,3661,4128,10,9,9,8,10,6,8,7
S01003561,681,493,1034,355,1031,599,4924,1418,2,1,2,1,2,8,1,3
S01003562,135,96,347,235,61,254,6438,371,1,1,1,1,1,10,1,1
S01003563,421,311,468,422,789,382,4597,1354,1,1,1,1,2,8,1,3
S01003564,3,6,10,22,19,493,6077,73,1,1,1,1,1,10,1,1
S01003565,202,214,229,27,699,996,5770,2865,1,1,1,1,2,9,2,5
S01003566,3907,3231,3724,3575,5409,523,5244,1440,7,5,6,6,9,9,1,3
S01003567,98,131,191,139,49,526,4243,566,1,1,1,1,1,7,1,1
S01003568,6334,5649,6023,6026,6071,4494,4847,4048,10,9,10,10,10,8,7,7
S01003569,5671,4393,5883,4825,6110,5261,3323,5190,9,7,10,8,10,6,9,8
S01003570,5837,4582,5206,5427,5961,3160,5710,4911,9,8,9,9,10,9,5,8
S01003571,730,781,779,819,512,752,6098,694,2,2,2,2,1,10,2,2
S01003572,167,181,274,114,309,211,5967,545,1,1,1,1,1,10,1,1
S01003573,590,735,751,106,798,630,4511,2326,1,2,2,1,2,7,1,4
S01003574,5259,4869,4680,5867,4961,668,4977,2712,9,8,8,10,8,8,2,5
S01003575,802,833,907,439,856,306,6139,1954,2,2,2,1,2,10,1,4
S01003576,5224,5458,5041,4952,6031,1365,4180,744,9,9,8,8,10,7,3,2
S01003577,790,954,538,688,1717,558,3916,874,2,2,1,2,3,7,1,2
S01003578,678,934,622,1682,142,16,4519,3145,2,2,1,3,1,7,1,5
S01003579,26,27,70,6,33,404,4825,871,1,1,1,1,1,8,1,2
S01003580,1073,756,1115,1509,1055,692,5968,1201,2,2,2,3,2,10,2,2
S01003581,2855,2987,3651,2411,1780,159,4427,2059,5,5,6,4,3,7,1,4
S01003582,2,5,4,2,25,325,5655,220,1,1,1,1,1,9,1,1
S01003583,229,142,238,917,235,467,3664,2616,1,1,1,2,1,6,1,5
S01003584,506,324,683,889,710,154,5793,315,1,1,2,2,2,9,1,1
S01003585,707,657,864,1431,188,250,6305,1967,2,2,2,3,1,10,1,4
S01003586,1033,683,1169,1152,1301,402,5687,1616,2,2,2,2,2,9,1,3
S01003587,6387,6060,6308,6272,6460,5652,3747,3088,10,10,10,10,10,6,9,5
S01003588,4022,4424,3641,4974,4294,647,1032,5690,7,7,6,8,7,2,1,9
S01003589,6366,5753,6249,6224,5922,4739,4179,4321,10,9,10,10,10,7,8,7
S01003590,515,596,642,1362,101,527,5282,522,1,1,1,3,1,9,1,1
S01003591,6132,5844,5780,6028,6037,5139,2482,5364,10,9,9,10,10,4,8,9
S01003592,685,767,491,1830,445,464,3915,1577,2,2,1,3,1,7,1,3
S01003593,1945,1777,2396,1667,1967,1088,5699,475,3,3,4,3,4,9,2,1
S01003594,5981,5327,6035,4065,6362,4731,4343,4054,10,9,10,7,10,7,8,7
S01003595,29,45,50,60,30,414,5016,243,1,1,1,1,1,8,1,1
S01003596,73,78,17,358,531,174,4291,476,1,1,1,1,1,7,1,1
S01003597,5841,5990,5409,4259,5792,4794,3694,3535,9,10,9,7,9,6,8,6
S01003598,1187,1084,1172,961,1304,448,4753,2750,2,2,2,2,3,8,1,5
S01003599,1013,1255,1293,362,1275,509,4367,862,2,2,2,1,2,7,1,2
S01003600,76,124,43,50,456,87,5292,1484,1,1,1,1,1,9,1,3
S01003601,178,148,282,310,245,470,5906,368,1,1,1,1,1,10,1,1
S01003602,1227,1401,785,1458,1453,497,3912,3228,2,3,2,3,3,7,1,5
S01003603,208,267,74,395,1044,827,4604,649,1,1,1,1,2,8,2,1
S01003604,838,852,1078,833,914,108,5520,308,2,2,2,2,2,9,1,1
S01003605,259,322,68,881,1203,691,4985,254,1,1,1,2,2,8,2,1
S01003606,1034,1050,727,813,2049,1160,3718,2250,2,2,2,2,4,6,2,4
S01003607,1388,1475,1385,1035,1685,688,2135,4314,3,3,3,2,3,4,2,7
S01003608,1527,1322,1127,1385,2855,1326,4258,2780,3,3,2,3,5,7,3,5
S01003609,5062,3920,4927,3578,6385,2916,5172,3303,8,7,8,6,10,8,5,6
S01003610,485,292,769,877,329,408,4795,1474,1,1,2,2,1,8,1,3
S01003611,254,254,374,129,327,707,5825,1153,1,1,1,1,1,9,2,2
S01003612,4742,3729,4329,4080,4572,2848,4547,5609,8,6,7,7,8,7,5,9
S01003613,3890,3681,4199,2894,4213,3601,1925,3558,6,6,7,5,7,3,6,6
S01003614,3253,2391,2709,2786,5867,864,4668,4481,6,4,5,5,10,8,2,7
S01003615,854,523,893,2391,563,958,3720,2836,2,1,2,4,1,6,2,5
S01003616,5544,4955,5668,5773,3946,4589,3102,4870,9,8,9,9,7,5,8,8
S01003617,60,60,52,212,221,172,4537,403,1,1,1,1,1,7,1,1
S01003618,2976,2708,3129,1835,3402,1523,4269,2909,5,5,5,3,6,7,3,5
S01003619,207,120,366,581,223,295,6083,471,1,1,1,1,1,10,1,1
S01003620,5172,4610,4677,5395,4949,1964,3613,3954,8,8,8,9,8,6,4,7
S01003621,528,625,591,241,661,970,2858,2988,1,1,1,1,2,5,2,5
S01003622,1794,1701,1861,950,2149,930,4689,4105,3,3,3,2,4,8,2,7
S01003623,5351,5184,4779,4731,6083,3944,2586,3818,9,8,8,8,10,4,7,6
S01003624,556,860,814,168,480,659,2568,1220,1,2,2,1,1,4,2,2
S01003625,1906,3090,2399,4998,123,440,3808,1740,3,5,4,8,1,6,1,3
S01003626,4182,4242,4110,3633,4062,2553,2396,2924,7,7,7,6,7,4,4,5
S01003627,150,302,104,598,6,820,4729,1508,1,1,1,1,1,8,2,3
S01003628,683,848,759,753,451,501,3536,1194,2,2,2,2,1,6,1,2
S01003629,249,356,386,153,294,376,2964,797,1,1,1,1,1,5,1,2
S01003630,1085,831,861,1256,1974,1335,3976,1637,2,2,2,2,4,7,3,3
