lsoa_code,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_decile,Access_decile,Environment_decile,Crime_decile,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Environment_rank,Crime_rank,IMD_score,Income_score,Employment_score,Education_score,Health_score,Crime_score,Housing_score,Access_score,Environment_score
W01001097,2,1,3,2,1,3,6,8,3,253,136,383,380,153,384,1017,1388,444,39.5209678,57.31780229,35.84551956,54.99558135,36.01567379,32.63357215,35.78908007,14.24623158,7.235343226
W01001098,10,10,9,9,9,10,10,3,8,1799,1776,1640,1702,1603,1904,1904,469,1454,3.966515138,1.651471399,3.458387784,3.975572482,2.617004126,6.18465337,0.071465016,0.071465016,31.4366726
W01001099,4,3,4,4,4,9,6,4,6,699,442,672,606,677,1620,1087,619,1041,22.99851939,32.73206993,23.50556335,23.34092798,25.79699322,13.72200048,3.736502094,12.7494437,25.32723245
W01001100,10,9,8,9,9,10,9,6,9,1795,1596,1494,1692,1712,1873,1717,1068,1640,3.985448763,4.074740103,5.57047136,2.484133835,2.750646466,3.458387784,0.444280457,2.417985431,13.14617939
W01001101,5,4,4,5,5,3,8,1,5,803,734,736,921,877,572,1453,125,902,20.70567135,21.54293175,21.48232696,17.56810724,16.47149422,16.93863201,27.07297976,6.200220035,58.95586193
W01001102,7,5,5,5,8,4,10,7,6,1151,780,902,928,1342,653,1901,1155,1043,14.68647077,20.18789474,16.93863201,7.997102971,16.30175467,13.67884916,24.14215113,0.107280967,11.38312263
W01001103,10,9,10,9,9,10,10,8,9,1863,1677,1749,1668,1676,1759,1894,1434,1569,2.66376115,2.952577354,1.999081895,2.966102658,3.074592382,4.4612999,1.869723911,0.191069055,6.498006234
W01001104,9,9,8,8,9,7,5,4,3,1543,1565,1490,1489,1667,1326,785,671,569,8.632041921,4.519124604,5.631156758,3.08818965,5.646353159,27.18904074,8.268089597,20.04530573,23.53863231
W01001105,9,10,10,10,10,8,1,7,9,1575,1803,1784,1832,1821,1496,112,1290,1693,7.997288491,1.309036392,1.549476589,1.083546393,0.94682739,2.737247234,5.5401886,61.05532396,8.889741449
W01001106,10,9,10,10,9,10,10,3,9,1822,1699,1747,1808,1639,1881,1863,423,1646,3.637250934,2.657015355,2.025041027,3.472213918,1.246178208,3.375605061,0.347489982,0.565844174,33.68945763
W01001107,9,8,8,8,9,8,10,7,5,1655,1480,1373,1375,1595,1396,1732,1288,898,6.625460032,5.783574489,7.480981725,4.088941875,7.448077955,17.03819751,7.105400874,2.22067408,8.924775293
W01001108,8,7,7,7,8,9,4,5,8,1429,1249,1244,1297,1464,1546,631,790,1434,10.55744731,9.618823065,9.709337565,6.029563456,8.767541535,6.498006234,4.795794916,24.90196138,19.90359525
W01001109,8,7,7,6,8,8,5,4,9,1363,1169,1188,1124,1360,1435,802,669,1544,11.51795714,11.11162236,10.74821017,7.696011334,11.99595648,4.825112652,6.482236783,19.56701057,23.60491322
W01001110,9,10,10,10,10,6,3,7,7,1686,1738,1844,1880,1849,1048,453,1214,1182,6.02977246,2.142221065,0.798600463,0.737120075,0.359566539,10.86235278,13.57132372,32.19547879,10.26003508
W01001111,5,3,4,4,4,8,5,8,8,815,551,694,708,752,1441,807,1467,1400,20.48477738,27.89798118,22.78982196,21.00315314,22.34568022,7.040703964,6.387846459,19.42820781,5.983239678
W01001112,10,9,10,10,10,10,8,9,10,1873,1643,1805,1840,1730,1820,1520,1625,1843,2.294519303,3.416959178,1.2838725,2.246884665,0.847903374,0.810916286,1.096015787,5.179871751,3.666657606
W01001113,9,10,10,10,10,6,1,6,7,1600,1851,1832,1901,1813,1140,189,1107,1190,7.590517693,0.712573862,0.94682739,1.183491346,0.107280967,10.71028816,11.67761679,50.73766357,12.33909088
W01001114,10,10,10,10,10,10,9,5,10,1899,1899,1872,1842,1908,1856,1669,872,1814,1.551135224,0.13118929,0.456407956,0.023797008,0.823238708,1.1709744499999999,0.651322693,3.061003148,17.69609634
W01001115,9,8,8,9,10,8,6,7,10,1715,1443,1506,1633,1818,1493,1076,1231,1770,5.546877705,6.356468904,5.38937,1.120974874,3.555345722,1.728265431,5.585627705,12.97829793,9.946356019
W01001116,10,10,10,10,10,7,10,4,9,1857,1791,1871,1824,1909,1179,1759,705,1598,2.858675363,1.460600657,0.468541854,0.011895426,1.046178721,4.04636284,10.91963722,1.869723911,22.4401341
W01001117,9,7,7,7,8,8,8,8,8,1553,1256,1263,1269,1349,1516,1361,1354,1411,8.509060137,9.492698234,9.367261263,7.879542962,9.260285678,6.863720151,5.239533929,7.679399034,7.7959379
W01001118,8,7,7,7,7,9,6,7,9,1493,1178,1236,1262,1322,1551,1106,1248,1596,9.40157738,10.93876378,9.854905793,8.336338079,9.385139,4.074740103,4.722663657,12.35943557,9.63689749
W01001119,8,9,9,10,9,8,1,5,8,1503,1532,1630,1856,1678,1460,180,883,1393,9.228842672,5.001808219,3.597024574,2.939059999,0.651322693,7.154043266,6.091473985,51.73054583,17.41545457
W01001120,10,10,9,9,8,10,9,6,9,1787,1759,1689,1588,1448,1785,1592,995,1548,4.028509103,1.869723911,2.790891063,6.278211786,4.188600573,4.766514503,1.536758981,4.13159988,14.73750461
W01001121,5,4,4,4,5,5,9,7,5,863,670,707,647,788,911,1617,1170,824,19.60593346,23.57174889,22.37712177,19.96017471,24.3468953,18.96244752,16.71617313,3.778510821,11.09235157
W01001122,9,7,8,8,6,9,6,8,9,1569,1239,1502,1517,1135,1568,977,1481,1541,8.1472869,9.800209685,5.449578816,11.77662545,5.224603869,4.869159446,4.475742452,15.14740983,5.768287183
W01001123,9,8,8,9,10,7,9,7,6,1684,1407,1412,1563,1729,1313,1685,1277,1032,6.059841448,6.927920439,6.84769804,2.260001168,4.548091565,13.9171896,8.490641664,2.8446603,9.118421168
W01001124,8,7,7,8,9,2,10,5,6,1420,1257,1279,1420,1620,210,1847,916,971,10.68421047,9.474736729,9.083091343,3.736502094,6.719921381,15.28568454,48.57515577,0.761692513,16.59350831
W01001125,9,9,8,8,10,5,10,4,5,1643,1614,1501,1445,1832,769,1800,693,817,6.792844782,3.820596415,5.464655679,0.94682739,6.325134098,19.15309028,20.50473737,1.346833926,22.82187699
W01001126,9,7,8,9,8,7,9,4,7,1571,1270,1355,1711,1343,1175,1653,634,1164,8.134563549,9.242504688,7.779253294,7.980271851,2.497386376,11.20821925,10.99623908,3.279400301,24.79686099
W01001127,9,10,9,10,10,9,2,10,9,1650,1775,1657,1751,1732,1545,258,1766,1673,6.686859268,1.664252612,3.224606287,2.22067408,1.973152029,3.006726359,4.810449112,44.28395165,1.779604271
W01001128,9,9,9,10,9,9,4,7,10,1705,1688,1549,1756,1680,1705,578,1323,1791,5.709968548,2.804321592,4.751888263,2.912049097,1.908454971,1.460600657,2.57706238,26.84260013,8.319256963
W01001129,6,5,7,6,5,3,5,4,6,993,855,1199,974,823,390,859,736,1122,17.21084056,18.1366651,10.54040866,18.98958564,15.21644328,12.03606054,35.45332101,18.03224006,21.48232696
W01001130,10,10,10,10,10,7,10,3,8,1843,1848,1769,1820,1907,1147,1897,538,1507,3.230515633,0.749403012,1.741089402,0.035704751,1.096015787,5.374342391,11.5397168,0.155122492,28.42393448
W01001131,5,3,5,4,8,8,4,5,8,850,491,767,718,1338,1366,670,840,1378,19.83856328,30.43257739,20.56281701,8.064550894,22.03360636,7.398810391,7.596517035,23.57174889,18.53253665
W01001132,10,9,10,9,9,10,9,8,10,1835,1668,1741,1539,1580,1877,1586,1339,1857,3.360062559,3.074592382,2.10309468,4.303027509,4.898570908,0.639092009,0.395834304,4.21715398,8.047670361
W01001133,10,10,10,9,10,9,9,7,9,1868,1839,1766,1704,1833,1694,1532,1240,1636,2.455781837,0.860245632,1.779604271,0.934438594,2.59036859,3.513742261,2.723855803,5.001808219,9.782006515
W01001134,10,9,9,8,10,10,5,6,10,1727,1689,1594,1431,1835,1848,796,1098,1765,5.367543828,2.790891063,4.103152421,0.909681005,6.545379562,1.792456906,0.749403012,19.73468721,12.52284419
W01001135,9,10,10,10,8,9,3,4,6,1644,1836,1814,1823,1507,1655,412,678,1141,6.768415916,0.897312197,1.1709744499999999,5.374342391,1.058627867,11.6578661,3.251986977,34.26251253,23.30814185
W01001136,9,9,9,9,7,7,5,7,8,1692,1711,1678,1617,1337,1296,948,1279,1358,5.932119762,2.497386376,2.939059999,8.081443825,3.778510821,7.729271974,8.784958966,15.82357508,9.083091343
W01001137,3,2,2,3,3,4,6,3,5,444,382,351,479,564,621,1012,396,765,30.66953633,35.90209788,37.72884558,27.38378674,30.97482482,20.62104368,25.25580563,14.35696669,35.12239299
W01001138,2,1,1,2,2,4,6,7,4,243,185,156,224,382,575,1141,1227,638,40.17098074,51.17366188,54.60905295,35.90209788,47.23877076,24.65747007,26.9575015,11.6578661,10.01977891
W01001139,5,4,4,3,4,4,8,8,5,841,741,740,526,741,689,1508,1472,891,20.01540237,21.33150997,21.36159436,21.33150997,28.92034206,17.21348103,22.95054572,5.359324594,5.906240112
W01001140,3,3,2,4,2,3,5,5,4,413,454,281,578,354,462,813,901,598,32.00352905,32.14731288,42.48074373,37.54558562,26.84260013,26.09091928,31.7655743,19.26274271,16.96348301
W01001141,2,2,2,3,2,1,4,4,5,288,211,377,405,328,178,652,603,809,37.6257707,48.47708142,36.18709621,39.18456178,34.63476096,19.37292041,51.95713044,24.17614884,25.90677579
W01001142,2,2,2,2,2,1,7,2,3,245,276,220,365,320,120,1197,241,451,40.1369058,42.86089718,47.61273794,39.71329591,36.88585527,32.29211428,59.74083366,10.57805138,45.71394296
W01001143,6,6,6,5,5,5,5,5,4,992,978,978,869,774,818,910,893,669,17.22245577,15.12444465,15.12444465,20.36017669,17.77323308,23.60491322,19.12575866,16.7407848,17.16326357
W01001144,1,1,1,1,1,2,2,9,3,33,53,46,47,17,283,365,1581,431,65.44078665,74.13674844,76.32839549,88.62783915,76.00222435,33.28147942,42.33042441,36.88585527,4.28869297
W01001145,3,3,4,2,4,3,5,6,4,506,502,596,269,619,405,949,1137,758,28.03350016,29.94650345,26.16499147,25.32723245,43.40389422,20.82600578,34.63476096,15.79992508,11.73697083
W01001146,6,7,5,5,4,3,8,6,7,1069,1184,836,917,733,553,1342,1086,1223,15.87774891,10.82424227,18.63926336,21.57329414,16.56905365,10.09343694,27.81812225,7.997102971,12.77015479
W01001147,5,5,5,5,7,6,5,2,5,923,923,780,876,1149,1043,779,246,787,18.54628052,16.42286925,20.18789474,11.50046819,17.59364815,19.98851672,13.67884916,20.21651893,45.28405011
W01001148,4,4,3,5,5,1,8,1,2,586,674,542,832,947,154,1528,165,207,25.86933954,23.43956772,28.26081794,15.84724941,18.74648763,48.87191327,54.86601545,5.061009689,53.48697841
W01001149,4,4,3,4,4,4,6,6,3,736,736,563,696,705,761,1115,1129,522,22.02821795,21.48232696,27.4229346,22.4401341,22.72584562,29.08822102,20.73794113,12.176978,11.8960012
W01001150,2,3,2,3,2,1,6,2,1,273,389,259,440,298,156,1089,247,160,38.29240787,35.50894158,44.20254034,41.23329398,32.83099135,54.1035834,54.60905295,12.70807739,45.19902741
W01001151,8,8,6,5,8,10,8,3,5,1366,1355,996,938,1434,1753,1452,449,905,11.48821499,7.779253294,14.7149449,6.498006234,16.0614222,16.86423972,1.947251364,6.215797242,32.3891575
W01001152,7,7,6,6,7,6,3,5,5,1166,1210,997,981,1228,1062,553,936,917,14.50929394,10.33446782,14.69240728,10.0014012,15.05568638,16.56905365,13.27289958,27.81812225,16.10928821
W01001153,3,2,2,3,2,8,9,4,5,432,324,306,422,340,1394,1659,576,774,31.24796735,39.44740953,40.66887672,38.41357499,33.74096752,20.36017669,7.137817702,3.197258154,26.91913723
W01001154,3,3,2,2,4,5,4,6,6,451,465,305,323,661,780,640,1066,1056,30.39030632,31.62404012,40.73867605,23.8719636,39.51359352,13.40032181,20.18789474,24.58809012,13.18834193
W01001155,4,3,3,3,6,2,9,2,5,576,563,407,528,956,347,1530,377,780,26.12376788,27.4229346,34.52778808,15.63505258,28.83685987,20.18789474,37.97548595,5.031389906,36.18709621
W01001156,10,10,9,9,10,10,10,10,9,1886,1845,1626,1697,1808,1897,1779,1815,1565,2.009660417,0.786291231,3.652714124,1.246178208,2.683728229,4.519124604,0.155122492,1.613170322,1.158464362
W01001157,8,8,7,5,7,9,10,3,8,1460,1442,1232,864,1193,1586,1881,454,1402,10.05062712,6.372152331,9.928036862,10.65352213,17.90237198,7.008423627,4.21715398,0.347489982,32.14731288
W01001158,4,4,3,3,3,5,7,9,4,658,615,521,488,566,825,1318,1605,674,23.95538593,25.47075501,29.13038293,27.30569035,30.56694547,23.43956772,18.93534138,8.40478968,3.947317234
W01001159,10,8,8,10,10,10,9,6,9,1753,1465,1366,1803,1740,1895,1637,1101,1694,4.608740967,6.014111828,7.596517035,2.116129414,1.309036392,2.723855803,0.179080624,3.499891147,12.46142983
W01001160,9,9,9,6,6,8,9,7,9,1602,1529,1568,1002,1027,1478,1703,1315,1600,7.53659734,5.04619503,4.475742452,14.02634806,14.5800493,4.018020546,5.814179617,2.603682502,8.456262406
W01001161,8,7,7,4,6,9,8,7,8,1371,1182,1233,730,1052,1533,1473,1217,1452,11.46673263,10.86235278,9.909732283,13.48566384,21.66462253,6.215797242,4.98703163,5.890871084,10.20436817
W01001162,3,2,3,3,4,5,5,6,3,501,354,488,459,664,791,926,1032,561,28.19617685,37.54558562,30.56694547,23.771456,31.90798482,27.50143078,19.87535763,16.35012399,13.9171896
W01001164,5,4,4,5,4,3,10,4,5,813,726,710,815,612,438,1790,721,939,20.5089789,21.78696059,22.28292578,25.57898773,19.20785115,16.0375265,32.93034005,1.473276211,21.94080396
W01001165,4,5,4,3,4,4,8,3,6,737,938,627,496,600,589,1377,458,1114,22.01587848,16.0614222,25.04284651,26.01708487,30.21036045,12.19717974,26.42613903,7.415221189,31.95565162
W01001166,1,1,2,2,2,1,4,8,5,191,124,247,256,230,119,685,1381,806,43.99309778,59.11072766,45.19902741,46.68897951,44.44764391,19.45590143,59.90109484,23.07993831,7.349648137
W01001167,3,4,3,4,3,3,5,6,4,551,604,537,582,429,502,801,967,597,26.76189386,25.87012335,28.46489501,33.38279753,26.69028581,26.12792556,29.94650345,19.59487193,15.37833169
W01001168,4,4,4,5,4,4,7,6,2,695,619,593,846,596,678,1218,983,358,23.03776281,25.32723245,26.27654898,26.16499147,18.37336946,37.30348851,23.30814185,10.18584244,15.00996146
W01001169,2,2,2,1,3,8,2,1,4,220,322,209,145,469,1354,304,68,637,41.5892113,39.57996851,48.67365012,31.4366726,56.05925444,24.69223868,7.7959379,40.80868785,70.04393004
W01001170,9,9,7,6,6,9,10,4,6,1537,1655,1284,1033,1048,1612,1839,689,1125,8.780393336,3.251986977,8.995003481,13.57132372,13.89541994,11.97593064,3.848696322,0.860245632,22.95054572
W01001171,4,5,4,5,4,4,3,3,6,742,769,748,819,694,733,504,453,1090,21.95342687,20.50473737,21.12201394,22.78982196,19.09845949,12.6874221,21.57329414,29.85921952,32.19547879
W01001172,5,5,4,4,6,5,6,5,3,853,891,702,579,959,797,1130,925,524,19.78038624,17.21348103,22.53497747,15.56475313,26.80442688,29.00412837,19.70665608,11.87606216,16.37434686
W01001173,1,1,1,1,1,4,5,9,4,96,122,80,78,66,692,827,1611,610,52.85378099,59.42362294,67.22454704,70.5493543,67.6710923,25.65142688,22.85397675,18.88122475,3.86275916
W01001174,1,1,1,1,1,7,3,7,3,83,95,76,67,81,1157,435,1218,461,55.2225412,64.12615199,68.12647919,67.00448402,70.29525386,31.81294656,11.3441401,33.08017241,10.18584244
W01001175,4,4,3,4,7,1,10,4,8,680,600,480,686,1174,98,1831,742,1384,23.50223528,26.01708487,30.92914605,11.01542947,23.04752185,7.300590742,63.55358581,0.959222862,21.30146488
W01001176,4,4,4,3,4,2,9,4,6,652,589,676,571,685,213,1588,581,965,24.16017543,26.42613903,23.37376091,23.07993831,27.11160172,15.42479558,48.28217847,4.188600573,26.72826993
W01001177,3,3,2,3,5,2,5,5,7,471,531,227,463,909,380,828,948,1253,29.42831035,28.71220199,46.9622324,16.76542283,31.7182994,9.546667066,36.01567379,18.8542141,15.82357508
W01001178,5,4,4,3,5,5,6,7,7,823,737,716,530,855,787,1035,1162,1227,20.28042188,21.45208434,22.0956833,18.1366651,28.75367959,10.01977891,19.98851672,13.85194233,11.24697189
W01001179,1,2,1,1,1,6,3,8,5,175,226,137,129,109,1044,500,1439,896,45.43663055,47.05404291,57.1745142,61.56829417,58.34662059,17.08814235,13.65730382,30.03411988,6.419266879
W01001180,1,1,1,1,1,6,2,8,4,51,76,37,14,85,976,323,1451,691,61.76190243,68.12647919,79.49289669,66.14470187,90.37479296,22.88612138,15.17039797,39.51359352,6.231385007
W01001181,3,3,2,2,3,6,3,8,4,463,471,368,318,531,1014,569,1501,759,30.00226766,31.34355814,36.70916524,28.71220199,39.8474007,20.79661341,14.31260865,27.18904074,5.464655679
W01001182,4,4,5,4,2,2,5,9,2,642,753,825,740,381,221,811,1531,337,24.45753498,20.97353366,18.93534138,35.95881573,21.36159436,38.60391234,47.51867456,19.31776559,5.016594307
W01001183,2,3,2,2,2,3,3,6,2,268,410,250,250,283,461,425,1115,278,38.44706991,34.36825588,44.945829,42.33042441,44.945829,42.70808098,31.81294656,33.58678262,12.176978
W01001184,6,6,7,5,6,5,7,2,6,1130,1125,1174,778,1018,849,1266,318,1017,15.00290335,11.97593064,11.01542947,14.22414839,20.24517879,14.24623158,18.29419703,9.313711276,39.8474007
W01001185,3,3,2,2,2,6,7,3,7,390,503,346,233,211,970,1239,413,1154,33.02877642,29.90282008,38.03756153,48.47708142,46.41893494,11.40263869,15.30881137,9.800209685,34.20982261
W01001186,6,5,4,4,6,9,9,2,7,996,896,757,728,1006,1562,1677,210,1229,17.17767026,17.08814235,20.85543575,14.49055644,21.72571022,9.983038166,4.562588738,2.952577354,48.57515577
W01001187,4,5,3,4,3,4,8,5,5,691,772,523,602,436,741,1499,915,936,23.07687945,20.41789197,29.04613627,33.03011976,25.94348673,16.10928821,21.33150997,5.494839087,16.61798899
W01001188,1,1,1,1,2,6,8,5,3,176,141,151,81,224,1113,1429,841,418,45.41047583,56.61012518,55.25692358,47.23877076,67.00448402,33.94816852,12.21739923,6.577016076,18.50593218
W01001189,4,3,3,2,5,5,10,6,7,657,540,540,325,770,896,1758,975,1153,23.95961125,28.34223161,28.34223161,20.47575245,39.38141544,11.42217133,17.08814235,1.882627019,15.1934091
W01001190,9,9,9,8,8,9,8,1,7,1609,1651,1672,1396,1515,1647,1490,115,1325,7.433783186,3.306846338,3.020283553,5.254473686,7.105400874,8.285132741,3.361836862,5.631156758,60.55354539
W01001191,9,9,9,7,7,9,9,3,9,1649,1577,1582,1300,1328,1590,1529,553,1656,6.705216497,4.346084805,4.27436736,8.234041149,8.715368243,3.238292557,4.160082568,5.04619503,27.81812225
W01001192,2,2,2,1,2,7,8,5,8,257,200,218,84,380,1336,1370,811,1338,39.10869536,49.57961067,47.80202672,36.01567379,66.35665307,8.064550894,8.098349172,7.53042581,19.31776559
W01001193,10,9,9,9,8,9,8,5,10,1744,1675,1646,1551,1478,1549,1396,932,1821,4.828153302,2.979635921,3.375605061,5.814179617,4.722663657,1.083546393,4.751888263,7.105400874,16.20532012
W01001194,10,10,10,9,9,10,8,3,9,1812,1834,1829,1663,1701,1857,1496,406,1655,3.749400712,0.922056469,0.984033865,2.63033347,3.14265925,3.251986977,0.639092009,5.5401886,34.58121232
W01001195,6,6,5,5,6,7,4,8,7,1139,1068,937,918,1000,1315,627,1398,1312,14.83538538,13.14617939,16.08534275,14.62492665,16.54462497,8.507850584,8.456262406,25.04284651,7.073029671
W01001196,10,9,8,8,8,10,10,7,10,1736,1600,1442,1401,1390,1814,1827,1259,1758,5.096841693,4.018020546,6.372152331,7.202788748,7.024558133,1.882627019,1.1709744499999999,1.008871662,9.438855743
W01001197,10,10,10,10,10,10,8,5,10,1879,1886,1821,1822,1736,1789,1525,914,1897,2.220244293,0.287202127,1.083546393,2.168342347,1.071083755,0.155122492,1.485958756,5.105511009,16.64249576
W01001198,9,8,8,8,9,10,10,5,10,1712,1490,1437,1407,1576,1807,1740,844,1801,5.595417944,5.631156758,6.450730281,4.360455168,6.927920439,1.334227845,1.25873611,2.116129414,18.4263029
W01001199,9,8,8,8,7,8,10,7,8,1670,1450,1507,1418,1209,1523,1842,1257,1398,6.288075481,6.246983343,5.374342391,10.3531137,6.751799058,7.073029671,5.135226462,0.823238708,9.474736729
W01001200,3,4,3,3,3,3,7,4,3,534,627,473,506,517,435,1206,722,393,27.16880638,25.04284651,31.25081913,29.2998077,29.77226557,35.28726183,33.08017241,10.40914222,21.90995285
W01001201,1,1,1,1,3,2,5,6,2,159,152,107,125,441,198,800,1109,379,47.04800776,55.12588128,61.91674263,32.78147746,58.95586193,36.07267275,49.78587499,19.62276707,12.29845542
W01001202,1,1,1,1,2,3,5,5,2,120,155,47,114,268,529,883,950,355,50.37842757,54.73717535,76.00222435,43.48252239,60.71959154,37.48482202,28.79523213,17.41545457,15.77629939
W01001203,1,1,1,1,1,5,3,6,4,52,40,22,35,180,906,559,980,605,61.42524674,78.38897285,85.98223871,51.73054583,80.25942595,25.83352922,16.83949567,27.58019578,15.07858297
W01001204,6,6,6,6,5,8,4,7,2,1015,977,979,1047,779,1431,600,1303,377,16.82639715,15.14740983,15.10150238,20.21651893,13.59278863,36.18709621,6.545379562,26.01708487,8.663313034
W01001205,3,4,2,3,6,4,3,4,4,468,598,235,429,1090,693,523,646,588,29.74099346,26.09091928,46.24065074,12.6874221,33.38279753,26.46368906,22.82187699,29.04613627,24.38119723
W01001206,3,3,3,1,5,4,7,9,4,474,500,411,155,847,644,1157,1552,653,29.22444828,30.03411988,34.31532344,18.34694836,54.73717535,24.14215113,24.44995495,11.3441401,4.708065268
W01001207,1,1,1,2,1,6,3,4,4,136,78,138,244,143,981,498,582,589,48.86151397,67.6710923,57.03211327,56.33304062,45.45504425,26.42613903,15.05568638,30.12207136,26.69028581
W01001208,2,3,1,3,4,2,7,7,5,359,429,135,416,625,243,1246,1181,823,34.2583611,33.38279753,57.46198864,25.11361402,34.05247323,18.98958564,45.54102041,9.673089008,10.88143175
W01001209,1,1,1,1,1,2,2,7,5,6,12,20,3,10,369,344,1310,788,74.84884264,91.61779085,87.0042587,92.93182169,98.23100687,19.96017471,36.65056892,38.16221757,8.542307098
W01001210,2,3,1,2,1,3,6,8,7,275,420,173,204,154,526,1002,1511,1279,38.26256021,33.8443347,52.53355459,54.86601545,49.17254978,9.083091343,28.92034206,14.5800493,5.314329949
W01001211,3,2,3,2,3,2,4,5,7,429,374,459,364,506,287,705,817,1318,31.29298586,36.35980586,31.90798482,29.77226557,36.94505488,8.40478968,42.03270134,22.4401341,19.15309028
W01001212,2,2,2,2,2,7,5,5,7,356,299,304,236,347,1200,850,835,1185,34.30977958,41.1619797,40.80868785,37.97548595,46.15202422,10.80521067,10.52161038,18.26786666,18.6660226
W01001213,4,4,3,3,5,2,10,1,4,579,703,503,497,876,226,1744,140,692,25.99776927,22.50331953,29.90282008,17.59364815,30.16617354,22.85397675,47.05404291,2.064034743,56.74992938
W01001214,8,7,7,7,7,9,10,2,6,1451,1301,1304,1275,1162,1584,1825,238,1035,10.15528706,8.698003413,8.645987445,11.24697189,9.153805347,13.85194233,4.24574288,1.03373631,45.97578916
