Data Zone,Local Authority Code,Local Authority Name,Intermediate Geography name,Nearest settlement*,Total Population (SAPE 2010),"Best-fit Working Age Population** (men 16-64, women 16-60 SAPE 2010)",Overall SIMD 2012 Score,Overall SIMD 2012 Rank,Income domain 2012 rate (%),Number of Income Deprived People 2012,Income domain 2012 rank,Employment domain 2012 rate (%),Number of Employment Deprived People 2012 ,Employment domain 2012 rank,Health domain 2012 score,Health domain 2012 rank,"Education, Skills and Training domain 2012 score","Education, Skills and Training domain 2012 rank","Housing domain score 2004, 2006, 2009 & 2012","Housing domain rank 2004, 2006, 2009 & 2012",Geographic Access domain 2012 score,Geographic Access domain 2012 rank,SIMD Crime 2012 score,SIMD Crime 2012 rank,Decile,Quintile,Vigintile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000056,100,Aberdeen City,"Aberdeen City - Cults, Bieldside and Milltimber West",Aberdeen,"1,068",656,6.20,"5,629",2,25,"6,247",4,25,"5,987",-0.93,"5,563",-1.52,"6,260",4.67,"5,969",45.42,772,206,"4,058",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000057,100,Aberdeen City,Aberdeen City - Torry East,Aberdeen,677,421,42.68,784,27,180,803,22,90,"1,197",0.78,"1,223",1.42,325,30.43,"1,079",9.65,"4,392",1313,240,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000058,100,Aberdeen City,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield East",Aberdeen,705,459,3.99,"6,181",2,15,"6,213",3,10,"6,210",-0.73,"5,151",-1.39,"6,145",2.99,"6,266",22.34,"2,385",175,"4,450",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000059,100,Aberdeen City,Aberdeen City - Ferryhill South,Aberdeen,884,610,4.15,"6,141",1,10,"6,424",3,15,"6,267",-1.06,"5,783",-1.72,"6,371",4.71,"5,960",26.31,"1,940",330,"2,900",10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000060,100,Aberdeen City,Aberdeen City - Torry East,Aberdeen,572,340,60.47,221,33,185,340,32,110,269,1.37,357,1.47,284,24.09,"1,676",20.45,"2,618",1344,226,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000061,100,Aberdeen City,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield North",Aberdeen,"1,012",578,3.71,"6,244",2,15,"6,358",2,10,"6,385",-1.11,"5,862",-1.60,"6,303",2.93,"6,273",27.72,"1,799",168,"4,544",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000062,100,Aberdeen City,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield East",Aberdeen,948,726,4.00,"6,179",3,35,"5,778",3,20,"6,146",-1.06,"5,772",-1.34,"6,086",23.03,"1,799",11.43,"4,048",276,"3,356",10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000063,100,Aberdeen City,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield East",Aberdeen,901,539,3.13,"6,340",2,20,"6,263",2,10,"6,317",-0.74,"5,163",-1.45,"6,202",9.11,"5,102",15.67,"3,309",143,"4,860",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000064,100,Aberdeen City,Aberdeen City - Torry West,Aberdeen,607,415,11.73,"4,322",9,55,"3,863",8,35,"4,162",-0.35,"4,184",-0.24,"3,834",21.30,"2,057",3.28,"5,752",607,"1,352",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000065,100,Aberdeen City,Aberdeen City - Ferryhill South,Aberdeen,886,629,11.09,"4,475",7,60,"4,483",9,55,"3,893",-0.19,"3,704",-0.35,"4,151",21.12,"2,087",10.99,"4,130",304,"3,117",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000066,100,Aberdeen City,Aberdeen City - Torry West,Aberdeen,817,632,26.10,"1,971",10,80,"3,727",15,95,"2,352",0.98,860,0.62,"1,681",41.73,553,2.38,"5,975",2205,57,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000067,100,Aberdeen City,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield North",Aberdeen,985,572,5.21,"5,885",4,45,"5,369",5,30,"5,401",-0.20,"3,732",-1.40,"6,157",8.17,"5,301",6.76,"5,017",116,"5,220",10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000068,100,Aberdeen City,Aberdeen City - Ferryhill South,Aberdeen,861,505,4.98,"5,945",4,35,"5,624",2,10,"6,324",-0.24,"3,866",-1.47,"6,225",10.68,"4,702",18.14,"2,920",138,"4,933",10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000069,100,Aberdeen City,Aberdeen City - Torry West,Aberdeen,686,439,33.99,"1,290",21,140,"1,495",19,85,"1,647",1.01,801,0.94,"1,014",32.46,940,4.81,"5,415",945,539,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000070,100,Aberdeen City,Aberdeen City - Torry East,Aberdeen,645,386,25.27,"2,059",18,115,"1,920",16,65,"2,075",0.25,"2,535",0.54,"1,895",23.07,"1,795",10.74,"4,188",718,977,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000071,100,Aberdeen City,Aberdeen City - Torry East,Aberdeen,762,509,37.43,"1,079",23,175,"1,223",20,100,"1,404",1.34,387,0.86,"1,183",28.51,"1,221",9.90,"4,340",703,"1,022",2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000072,100,Aberdeen City,Aberdeen City - Hazlehead,Aberdeen,856,480,15.03,"3,608",8,70,"4,053",8,40,"4,037",0.06,"3,033",-0.61,"4,806",10.34,"4,797",45.80,761,440,"2,133",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000073,100,Aberdeen City,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield North",Aberdeen,593,353,2.77,"6,394",4,20,"5,752",3,10,"6,042",-0.92,"5,538",-1.51,"6,251",2.95,"6,272",8.92,"4,539",,"5,806",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000074,100,Aberdeen City,Aberdeen City - Torry East,Aberdeen,867,521,48.04,571,25,215,"1,003",25,130,789,1.50,267,1.35,393,28.96,"1,199",28.24,"1,739",723,964,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000075,100,Aberdeen City,Aberdeen City - Ferryhill North,Aberdeen,517,365,6.61,"5,526",4,25,"5,375",5,20,"5,512",-0.95,"5,606",-0.38,"4,222",19.93,"2,310",4.18,"5,547",596,"1,399",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000076,100,Aberdeen City,Aberdeen City - Hazlehead,Aberdeen,764,406,3.97,"6,182",2,15,"6,353",2,10,"6,355",-1.53,"6,305",-1.83,"6,417",1.69,"6,418",35.69,"1,243",101,"5,434",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000077,100,Aberdeen City,Aberdeen City - West End South,Aberdeen,917,609,4.29,"6,103",3,25,"6,106",5,30,"5,469",-0.74,"5,173",-1.90,"6,440",10.56,"4,738",16.36,"3,191",176,"4,427",10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000078,100,Aberdeen City,Aberdeen City - Torry West,Aberdeen,871,696,27.53,"1,818",14,120,"2,782",17,115,"1,964",1.20,530,0.16,"2,812",49.57,348,0.36,"6,447",1104,369,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000079,100,Aberdeen City,Aberdeen City - Ferryhill North,Aberdeen,"1,263","1,015",3.90,"6,197",2,20,"6,399",2,20,"6,444",-0.57,"4,771",-1.19,"5,930",19.24,"2,448",15.25,"3,369",252,"3,572",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000080,100,Aberdeen City,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield East",Aberdeen,775,573,6.57,"5,541",6,45,"4,887",4,20,"5,874",-0.29,"4,008",-0.87,"5,441",27.54,"1,314",3.33,"5,735",368,"2,604",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000081,100,Aberdeen City,Aberdeen City - West End South,Aberdeen,938,584,2.56,"6,424",1,15,"6,418",2,10,"6,392",-0.98,"5,645",-1.64,"6,325",5.30,"5,843",14.49,"3,504",201,"4,129",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000082,100,Aberdeen City,Aberdeen City - Torry East,Aberdeen,947,607,37.63,"1,063",21,195,"1,460",16,95,"2,138",1.39,340,1.11,696,25.75,"1,504",21.47,"2,495",1057,409,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000083,100,Aberdeen City,Aberdeen City - West End South,Aberdeen,782,529,2.41,"6,441",1,10,"6,431",3,15,"6,209",-0.83,"5,358",-1.47,"6,221",16.78,"3,021",6.80,"5,003",166,"4,572",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000084,100,Aberdeen City,Aberdeen City - Torry West,Aberdeen,739,581,37.24,"1,095",15,115,"2,401",20,120,"1,420",1.50,263,1.09,726,39.11,638,3.44,"5,720",1635,131,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000085,100,Aberdeen City,Aberdeen City - Ferryhill North,Aberdeen,616,530,12.78,"4,082",6,40,"4,763",7,40,"4,453",0.12,"2,872",0.35,"2,337",47.50,398,2.27,"6,006",430,"2,190",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000086,100,Aberdeen City,Aberdeen City - Ferryhill North,Aberdeen,775,575,4.71,"6,003",3,25,"5,991",3,15,"6,271",-0.61,"4,858",-0.84,"5,370",14.96,"3,489",10.97,"4,134",428,"2,206",10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000087,100,Aberdeen City,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield North",Aberdeen,"1,074",739,3.22,"6,320",2,20,"6,300",1,15,"6,453",-0.84,"5,381",-1.23,"5,965",6.36,"5,647",16.81,"3,118",203,"4,093",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000088,100,Aberdeen City,Aberdeen City - Ferryhill North,Aberdeen,847,674,4.76,"5,993",4,40,"5,362",4,25,"5,916",-0.74,"5,161",-0.64,"4,915",15.46,"3,358",5.06,"5,356",232,"3,799",10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000089,100,Aberdeen City,Aberdeen City - Hazlehead,Aberdeen,957,529,3.81,"6,219",1,10,"6,437",1,10,"6,474",-1.19,"5,977",-1.79,"6,403",3.01,"6,259",33.28,"1,389",124,"5,114",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000090,100,Aberdeen City,Aberdeen City - West End South,Aberdeen,786,554,3.35,"6,296",3,25,"5,904",2,10,"6,428",-0.79,"5,290",-1.59,"6,294",18.50,"2,595",7.42,"4,857",324,"2,960",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000091,100,Aberdeen City,Aberdeen City - West End South,Aberdeen,"1,083",874,11.17,"4,453",7,70,"4,625",7,55,"4,699",0.26,"2,497",-0.30,"4,017",35.28,776,2.77,"5,875",440,"2,126",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000092,100,Aberdeen City,Aberdeen City - West End South,Aberdeen,800,659,5.79,"5,727",4,30,"5,606",4,25,"5,887",-0.88,"5,470",-0.49,"4,526",32.78,920,1.60,"6,159",537,"1,656",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000093,100,Aberdeen City,Aberdeen City - Ferryhill North,Aberdeen,680,544,11.32,"4,405",7,50,"4,461",8,45,"4,063",-0.23,"3,823",-0.29,"3,970",33.46,878,6.76,"5,014",448,"2,075",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000094,100,Aberdeen City,Aberdeen City - City Centre,Aberdeen,683,578,7.12,"5,400",4,30,"5,496",4,25,"5,802",-0.86,"5,419",-0.07,"3,366",24.35,"1,656",1.14,"6,255",679,"1,106",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000095,100,Aberdeen City,Aberdeen City - West End South,Aberdeen,817,625,2.63,"6,413",3,30,"5,806",3,15,"6,281",-1.29,"6,117",-1.23,"5,968",21.05,"2,102",0.95,"6,304",240,"3,699",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000096,100,Aberdeen City,Aberdeen City - Hazlehead,Aberdeen,707,388,27.78,"1,793",16,115,"2,227",21,85,"1,309",0.74,"1,305",-0.06,"3,341",19.12,"2,471",26.16,"1,958",371,"2,585",3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000097,100,Aberdeen City,Aberdeen City - West End North,Aberdeen,"1,206",833,2.55,"6,428",1,15,"6,440",1,10,"6,489",-1.04,"5,754",-1.33,"6,073",7.64,"5,397",12.14,"3,920",275,"3,361",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000098,100,Aberdeen City,Aberdeen City - City Centre,Aberdeen,"1,138",973,28.74,"1,703",11,130,"3,245",15,150,"2,207",1.31,425,0.34,"2,376",40.92,584,3.80,"5,639",3311,19,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000099,100,Aberdeen City,Aberdeen City - Hazlehead,Aberdeen,872,517,3.13,"6,341",1,15,"6,400",2,10,"6,411",-1.18,"5,956",-1.23,"5,966",1.44,"6,444",22.78,"2,333",131,"5,032",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000100,100,Aberdeen City,Aberdeen City - City Centre,Aberdeen,839,710,20.33,"2,693",10,80,"3,672",9,65,"3,678",0.96,892,-0.31,"4,029",21.01,"2,110",2.56,"5,937",3184,23,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000101,100,Aberdeen City,Aberdeen City - West End North,Aberdeen,947,675,4.78,"5,991",2,15,"6,381",2,15,"6,387",-0.96,"5,627",-1.45,"6,209",14.69,"3,560",3.18,"5,787",1294,253,10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000102,100,Aberdeen City,Aberdeen City - City Centre,Aberdeen,785,577,28.08,"1,760",15,120,"2,461",18,100,"1,822",0.87,"1,038",0.41,"2,204",29.85,"1,129",0.76,"6,350",1736,113,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000103,100,Aberdeen City,Aberdeen City - City Centre,Aberdeen,611,499,3.88,"6,201",2,10,"6,335",1,10,"6,466",-1.39,"6,217",-0.87,"5,439",34.49,828,0.41,"6,431",696,"1,044",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000104,100,Aberdeen City,Aberdeen City - West End North,Aberdeen,932,570,3.31,"6,302",1,5,"6,487",1,5,"6,484",-0.79,"5,283",-1.95,"6,450",2.69,"6,315",24.80,"2,102",128,"5,061",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000105,100,Aberdeen City,Aberdeen City - Hazlehead,Aberdeen,809,521,5.59,"5,784",2,15,"6,377",4,20,"5,875",-0.73,"5,137",-1.00,"5,678",5.76,"5,760",33.07,"1,408",197,"4,165",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000106,100,Aberdeen City,Aberdeen City - West End North,Aberdeen,795,529,2.43,"6,439",1,10,"6,419",1,5,"6,482",-1.18,"5,967",-2.34,"6,500",5.81,"5,750",18.18,"2,914",152,"4,752",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000107,100,Aberdeen City,Aberdeen City - City Centre,Aberdeen,"1,019",887,18.31,"3,020",9,90,"3,998",9,80,"3,806",0.15,"2,789",0.27,"2,526",41.96,546,2.09,"6,057",6268,5,5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000108,100,Aberdeen City,Aberdeen City - Hanover,Aberdeen,670,491,24.82,"2,112",14,95,"2,672",12,55,"3,020",0.75,"1,287",0.46,"2,088",35.89,753,14.83,"3,437",1329,235,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000109,100,Aberdeen City,Aberdeen City - City Centre,Aberdeen,"1,100",866,17.29,"3,183",7,75,"4,602",8,75,"4,055",0.54,"1,771",-0.24,"3,824",47.68,393,1.93,"6,079",7529,2,5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000110,100,Aberdeen City,Aberdeen City - Summerhill,Aberdeen,814,406,12.27,"4,189",8,70,"4,037",6,25,"4,941",0.28,"2,440",-0.08,"3,371",12.13,"4,308",17.95,"2,950",207,"4,055",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000111,100,Aberdeen City,Aberdeen City - Rosemount,Aberdeen,723,485,3.71,"6,241",2,20,"6,142",4,15,"5,988",-0.49,"4,547",-1.41,"6,167",10.88,"4,644",5.86,"5,194",328,"2,921",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000112,100,Aberdeen City,Aberdeen City - Rosemount,Aberdeen,"1,000",749,18.74,"2,947",11,105,"3,423",11,85,"3,143",0.33,"2,326",0.42,"2,168",33.40,882,1.78,"6,109",821,754,5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000113,100,Aberdeen City,Aberdeen City - Midstocket,Aberdeen,613,412,1.57,"6,490",2,15,"6,158",2,10,"6,363",-1.46,"6,263",-2.26,"6,495",6.06,"5,693",6.73,"5,022",155,"4,716",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000114,100,Aberdeen City,Aberdeen City - Summerhill,Aberdeen,795,525,24.82,"2,113",15,120,"2,421",15,80,"2,239",0.27,"2,464",0.66,"1,593",21.05,"2,102",22.89,"2,320",627,"1,279",4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000115,100,Aberdeen City,Aberdeen City - Summerhill,Aberdeen,836,503,21.99,"2,434",15,130,"2,396",15,75,"2,225",0.43,"2,050",0.23,"2,627",24.86,"1,601",9.90,"4,339",358,"2,673",4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000116,100,Aberdeen City,Aberdeen City - Rosemount,Aberdeen,"1,157",983,4.15,"6,142",3,35,"6,027",3,30,"6,171",-1.49,"6,285",-0.46,"4,433",42.89,521,1.53,"6,176",294,"3,205",10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000117,100,Aberdeen City,Aberdeen City - Midstocket,Aberdeen,959,577,6.26,"5,618",5,50,"5,019",2,10,"6,315",0.32,"2,352",-2.03,"6,472",6.48,"5,629",10.34,"4,249",122,"5,135",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000118,100,Aberdeen City,Aberdeen City - Summerhill,Aberdeen,662,387,17.06,"3,216",9,60,"3,768",11,45,"3,273",0.54,"1,762",0.05,"3,060",20.77,"2,142",5.12,"5,346",649,"1,207",5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000119,100,Aberdeen City,Aberdeen City - Rosemount,Aberdeen,791,605,24.24,"2,176",15,115,"2,563",15,90,"2,242",0.73,"1,342",0.35,"2,341",44.40,479,0.83,"6,333",804,787,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000120,100,Aberdeen City,Aberdeen City - Rosemount,Aberdeen,518,369,5.65,"5,764",6,30,"4,837",4,15,"5,886",-0.81,"5,338",-1.49,"6,238",25.96,"1,480",6.60,"5,055",421,"2,245",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000121,100,Aberdeen City,Aberdeen City - Midstocket,Aberdeen,714,418,14.21,"3,799",9,60,"4,021",13,55,"2,712",0.26,"2,482",-0.63,"4,886",11.97,"4,333",14.04,"3,592",134,"4,990",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000122,100,Aberdeen City,Aberdeen City - Summerhill,Aberdeen,698,433,27.46,"1,824",14,100,"2,667",17,70,"1,899",0.85,"1,086",0.57,"1,829",19.24,"2,447",24.76,"2,109",634,"1,248",3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000123,100,Aberdeen City,Aberdeen City - Kingswells,Kingswells,675,414,5.90,"5,693",2,15,"6,185",4,15,"5,754",-0.79,"5,288",-0.95,"5,591",7.72,"5,381",35.15,"1,268",133,"5,002",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000124,100,Aberdeen City,Aberdeen City - Rosemount,Aberdeen,"1,268","1,112",9.57,"4,827",5,65,"5,112",5,60,"5,194",-0.21,"3,749",-0.19,"3,675",53.10,278,1.32,"6,221",576,"1,507",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000125,100,Aberdeen City,Aberdeen City - George Street,Aberdeen,"1,037",765,21.65,"2,496",14,140,"2,744",10,75,"3,537",0.57,"1,718",0.63,"1,661",33.40,881,3.04,"5,819",970,504,4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01000126,100,Aberdeen City,Aberdeen City - Hanover,Aberdeen,837,616,30.63,"1,550",18,155,"1,813",16,95,"2,170",1.21,521,0.39,"2,245",41.11,577,4.30,"5,519",1199,300,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
