lsoa_code,Education_decile,Children_and_young_people_decile,Adult_skills_decile,Housing_and_Access_decile,Geographical_barriers_decile,Wider_barriers_decile,Environment_decile,Indoors_decile,Outdoors_decile,Education_rank,Children_and_young_people_rank,Adult_skills_rank,Housing_and_Access_rank,Geographical_barriers_rank,Wider_barriers_rank,Environment_rank,Indoors_rank,Outdoors_rank
E01000285,8,9,6,3,6,2,6,6,3,23595,28465,18130,9160,19508,4827,16941,18814,9262
E01000286,7,7,6,2,7,1,4,4,4,20812,22654,17853,6025,22516,2715,12839,12372,10180
E01000287,4,5,4,3,8,1,5,5,4,12759,14369,10931,6871,23838,2892,13401,13157,10028
E01000288,8,8,7,3,6,2,5,6,3,23923,25156,21131,8510,18220,4808,14109,16720,7037
E01000289,3,4,3,1,4,1,6,6,3,9238,11807,7239,152,12215,524,16547,18022,9445
E01000290,7,8,6,1,2,2,7,8,3,20958,23144,17714,2694,5300,6415,20685,25469,9148
E01000291,4,5,3,1,6,1,7,10,3,10485,14882,7338,2494,17399,1669,22109,29838,8130
E01000292,9,10,8,5,8,2,6,7,2,28916,29940,26063,16070,26206,6563,16462,22541,5854
E01000293,10,10,9,6,9,3,5,6,3,31603,32542,29351,17920,26919,7368,14440,17583,6766
E01000294,10,10,9,4,7,2,7,7,4,30625,30771,28816,11108,19945,5748,21397,22474,13110
E01000295,10,10,10,4,7,2,2,2,2,31886,31779,30762,10380,22710,4655,3732,5541,4037
E01000296,9,8,10,3,7,2,4,6,2,28145,23829,30930,7899,21584,3721,13127,17239,5445
E01000297,8,7,9,4,10,2,5,7,2,24800,21591,26444,11937,30489,3938,15374,22463,4822
E01000298,10,10,10,3,9,2,4,4,2,31204,30326,30603,9761,26512,3693,10460,12406,6073
E01000299,10,9,9,3,10,1,2,2,2,29746,28439,29133,9779,29787,3251,3851,6136,3466
E01000300,10,9,10,3,7,2,5,6,2,29630,26873,30570,8538,21680,4004,13954,19254,5082
E01000301,10,10,10,5,7,3,5,7,2,31950,32176,30521,14519,21136,7259,14074,19798,4906
E01000302,8,7,9,3,9,1,6,9,2,25292,20463,29007,8217,28227,2880,16427,26565,4097
E01000303,10,10,10,2,4,2,7,10,3,31875,31981,30550,5900,10569,6013,21551,29566,7632
E01000304,9,8,10,2,3,2,4,5,3,28304,23787,31337,3328,8516,4656,12922,14104,7919
E01000305,6,5,6,1,8,1,2,4,1,17322,15667,18158,978,26070,374,6512,11855,2315
E01000306,6,7,5,2,10,1,3,6,1,19039,22500,15160,5189,31509,1569,8081,17339,1526
E01000307,5,7,4,2,7,1,3,5,1,14779,20982,9925,3948,20564,2025,7576,16253,1540
E01000308,4,4,4,1,7,1,3,5,1,10346,9888,10819,1563,22364,787,7763,14243,2232
E01000309,9,9,9,2,6,1,4,6,1,29214,28301,28173,3397,17210,2188,10666,19514,2370
E01000310,6,5,8,1,5,1,4,7,1,17988,13269,23085,1741,15802,1393,9884,21643,1502
E01000311,10,10,10,3,5,2,3,6,1,30927,30014,30223,9425,15082,6488,7921,17173,1491
E01000312,7,9,6,1,7,1,5,7,2,22228,27477,16724,74,19904,48,14245,21706,4167
E01000313,7,8,5,1,10,1,3,6,1,20002,23041,16283,2132,30198,665,8780,19513,1410
E01000314,10,9,9,3,10,1,4,8,1,29944,28931,29042,7481,31970,2259,11495,23225,1945
E01000315,4,6,3,2,8,1,5,9,1,11724,17723,7611,4247,23684,1829,15883,28693,3117
E01000316,9,9,9,2,5,1,3,4,2,28917,27460,28419,4716,15831,3199,8336,10775,4811
E01000317,10,10,9,4,8,2,5,6,2,30410,29771,29310,10792,23674,4637,13906,18011,5788
E01000318,9,10,8,4,7,2,4,6,2,29257,30957,25813,10262,21629,4850,11255,17481,3511
E01000319,10,10,9,4,7,2,4,6,2,31025,31046,29449,11883,22942,5320,13111,19648,4105
E01000320,10,10,10,3,5,2,5,6,3,31681,32099,29963,8220,15090,5683,15507,19386,6742
E01000321,9,9,8,4,9,2,3,3,2,28027,27990,26126,11004,29385,3757,8141,9557,5858
E01000322,10,10,9,3,7,2,3,4,2,30405,31159,27993,8706,21384,4149,9423,11421,5602
E01000323,9,8,9,3,9,1,2,3,2,27466,26191,26812,8612,27422,3114,6070,9434,3323
E01000324,9,10,8,4,8,2,5,6,2,27875,31240,23159,11546,25216,4661,13878,18532,5413
E01000325,7,8,5,6,5,5,7,7,4,20414,25345,15372,18640,16023,13182,19790,21099,11761
E01000326,5,6,5,2,2,3,4,4,3,16357,16595,15380,5076,6415,8748,10548,10857,8122
E01000327,7,8,5,6,6,4,6,7,3,20161,23523,16158,17632,18475,10609,18173,22697,7812
E01000328,5,7,4,5,6,3,7,7,4,15660,21871,10686,16221,19156,9194,20507,22735,11237
E01000329,5,7,3,4,5,3,5,6,3,13408,20113,8570,12214,14956,8551,15410,17976,7742
E01000330,6,8,4,4,7,2,3,3,3,19022,26184,12977,11557,20873,5705,7716,8212,7167
E01000331,3,4,2,2,3,2,5,5,3,7354,11005,4937,3621,7085,5991,13336,15616,6980
E01000332,5,6,5,5,8,3,4,4,3,16002,16851,14504,16266,23669,7423,11560,12591,7554
E01000333,3,2,3,4,10,2,4,4,4,6955,6476,7576,12832,29890,4368,12870,11763,11332
E01000334,5,5,4,3,5,3,7,7,4,13195,13481,12485,9142,13708,6973,20383,21027,12924
E01000335,2,2,4,1,1,2,3,3,3,6072,3639,10071,230,2777,3729,7765,7998,7644
E01000336,4,5,3,1,6,1,4,3,3,10872,14443,8091,2670,19669,1513,10154,9482,9737
E01000337,6,6,5,3,6,2,4,4,4,16945,17320,15719,9494,19589,4965,12930,11670,11630
E01000338,5,6,5,3,7,2,3,3,4,15311,16999,13154,9368,22865,4153,7874,6887,10576
E01000339,4,5,3,7,9,3,7,7,4,11779,14875,9173,20648,28699,8369,21316,22348,13107
E01000340,5,7,3,3,4,3,4,4,3,13894,20834,8898,9042,11447,8300,9878,11000,6765
E01000341,6,9,4,7,7,4,6,7,3,17456,28911,9941,21834,21732,12132,18202,20672,9511
E01000342,5,7,4,5,7,3,4,4,4,15355,20089,11189,14959,21030,7565,12418,11861,10222
E01000343,6,9,3,7,9,3,5,6,3,16598,26491,9817,21731,28122,9248,16313,18036,9061
E01000344,6,9,5,7,9,3,7,8,4,19658,27022,13404,22294,29128,9262,21032,23371,11480
E01000345,6,9,4,7,6,4,6,6,4,19400,28609,12320,20854,19565,12573,17141,18392,10056
E01000346,6,8,4,8,9,4,4,4,3,17124,25158,11007,23408,26310,11110,12007,11757,9556
E01000347,4,6,3,6,10,2,5,5,3,11936,19237,7221,17633,29597,6521,13525,16027,6846
E01000348,6,10,4,7,5,5,6,8,3,19364,30630,11446,20055,15163,15345,19535,23141,9404
E01000349,7,8,6,3,3,4,6,8,3,22107,25252,18049,8807,7422,12440,18075,24327,6669
E01000350,5,6,4,6,8,3,5,5,3,15173,17189,12772,18885,23832,8959,14698,15904,8738
E01000351,5,8,4,5,5,4,7,9,3,16270,23413,10727,13465,14235,10007,21603,27543,8902
E01000352,4,5,3,4,5,3,4,5,2,12768,16233,9678,11441,16276,7316,12508,15844,5754
E01000353,7,10,5,9,7,6,6,8,3,22175,30522,14979,27485,22204,18147,19094,25293,7324
E01000354,4,4,4,4,7,2,5,5,4,11413,12868,10021,12455,22543,5717,14139,13202,11479
E01000355,5,7,4,6,7,4,6,7,3,15981,22681,10708,19061,21015,10314,16893,21261,7143
E01000356,6,9,4,9,10,4,7,9,2,19283,27945,12466,26407,31030,11811,19772,28109,6490
E01000357,7,8,5,9,8,5,6,8,3,19967,26134,14296,26637,25956,14438,19514,23089,9415
E01000358,7,8,5,7,9,4,6,6,4,19916,25678,14486,22452,26784,10211,17887,19483,10194
E01000359,7,9,5,6,6,4,6,7,3,21706,28324,15546,17862,17531,11386,17686,20257,9087
E01000360,8,9,6,4,6,2,3,3,2,24063,28299,18987,10077,16486,6330,7322,9313,4992
E01000361,6,8,5,5,5,3,5,6,3,18642,24575,13322,13183,14926,9312,15551,16974,8930
E01000362,6,8,5,5,6,3,5,6,2,18691,23193,14205,13969,16966,8725,14361,17887,6434
E01000363,7,9,6,5,5,4,5,6,2,22178,27310,16764,15165,13435,12114,13226,17049,5689
E01000364,6,9,4,3,3,3,4,6,2,19119,27276,12580,7419,9090,8652,11479,16816,4024
E01000365,7,9,6,5,7,3,4,5,2,21909,26760,16758,14677,19756,7892,12626,15741,5964
E01000366,8,8,6,7,8,3,6,7,3,23145,26164,19033,20065,25962,8897,16598,20978,6987
E01000367,2,3,2,2,4,2,6,7,4,6357,7247,5729,5063,12023,4604,18496,20025,10621
E01000368,2,2,2,1,3,2,6,6,4,4316,4554,4262,2987,8712,4188,18421,19378,11207
E01000369,4,4,4,7,9,3,5,5,4,13058,12825,12877,20181,27711,8389,14829,13333,12827
E01000370,6,8,4,5,7,3,6,6,3,18016,26248,11680,15420,21299,7728,16834,18977,8958
E01000371,6,6,6,4,4,4,6,6,4,18199,19067,16443,12209,12592,10178,18266,17961,12786
E01000372,3,4,2,3,7,2,5,5,4,8262,10656,6430,9845,22881,4370,14023,13658,10482
E01000373,2,2,3,1,5,1,6,7,3,6169,5300,7258,832,13413,993,17546,20505,8665
E01000374,2,2,2,1,3,2,3,3,3,3515,3364,3877,2904,7862,4563,8643,8183,9143
E01000375,4,4,3,5,8,2,4,4,3,10273,12387,8509,15796,26152,6437,10116,10841,7354
E01000376,5,7,4,5,6,3,4,4,3,15680,20296,11562,14484,18591,8264,9979,11187,6688
E01000377,5,5,5,4,6,3,6,7,4,16273,16061,15703,12414,19402,6665,19348,21243,10873
E01000378,4,4,4,3,5,2,3,3,4,12751,12859,12209,6896,13424,5402,9478,8027,11551
E01000379,4,4,4,4,6,3,3,4,3,11604,12101,11003,11268,17064,6857,9569,10231,7261
E01000380,3,4,3,1,2,2,7,8,4,8378,10759,6569,699,3747,3995,20786,23346,11074
E01000381,3,4,3,1,2,2,5,4,6,9493,10926,8286,1221,3626,5466,13672,10090,17792
E01000382,8,10,7,3,3,4,8,7,6,26093,31140,20254,7381,7497,10416,23013,22325,16539
E01000383,5,7,3,2,3,3,6,6,4,13929,21122,8822,5045,7174,7793,17368,18210,10680
E01000384,7,9,6,5,8,2,4,3,5,22241,26730,17224,13998,24888,5874,10283,8071,13773
E01000385,3,3,3,2,5,1,5,5,4,7580,8694,6688,4236,15748,2931,15405,15730,10163
E01000386,2,2,3,1,6,1,5,6,2,5188,3993,6828,3276,16814,2190,13632,18060,5421
E01000387,7,8,6,2,2,3,7,7,5,21410,23619,18128,5044,6400,8719,22313,22660,14673
E01000388,6,9,4,7,7,4,5,6,3,18682,28866,11355,20859,21647,11350,16136,18916,7958
E01000389,7,8,5,4,6,2,7,9,3,20716,25853,15483,11425,19538,6041,19892,27909,6703
E01000390,6,9,4,5,4,5,5,6,3,17902,27205,11128,14106,11384,13180,14848,17097,7770
E01000391,4,6,3,5,6,3,4,4,3,12434,17830,8400,13515,18379,7738,11836,12679,7887
E01000392,4,5,3,2,8,1,3,3,3,11558,15246,8636,6159,25372,2417,8053,8670,6970
E01000393,7,9,5,6,8,3,3,4,2,21433,28103,15245,17416,23840,8030,8692,10432,5651
E01000394,8,9,6,5,7,3,6,8,3,24034,28273,18936,14793,20980,7482,18759,24759,7196
E01000395,7,10,5,7,7,4,6,7,3,21972,30332,14826,20314,21585,10939,17297,19723,8961
E01000396,6,9,4,5,5,4,4,6,2,19145,29537,11637,15541,14441,11592,12931,17183,5265
E01000398,3,4,2,3,6,2,5,5,3,7431,10211,5456,8762,16440,5524,14975,15425,9815
E01000399,5,8,3,5,7,3,5,5,3,13539,23208,7517,15753,19972,8490,13500,14218,8726
E01000400,5,8,4,6,10,3,4,4,2,15795,23423,10130,19532,29918,7404,10311,12490,5762
E01000401,4,4,3,4,8,2,4,4,3,10305,12835,8246,10630,23586,4575,11508,11488,8978
E01000402,4,4,5,2,5,2,5,5,3,13047,12477,13209,4861,13172,4018,15210,16162,9309
E01000403,4,4,4,2,6,1,6,9,2,12324,12028,12305,4897,17476,2968,19398,28242,6075
E01000404,4,3,5,1,6,1,6,5,5,11880,9216,15053,3017,17463,1943,17187,15068,15165
E01000405,4,6,3,1,3,2,3,2,5,13027,16807,9742,2209,7768,3767,7916,6103,13485
E01000406,5,5,4,2,5,2,4,4,3,13265,13994,12144,5018,14348,3780,11289,10873,9529
E01000407,5,6,4,5,8,2,4,3,4,14097,17912,10664,15531,25613,6429,10078,8929,10774
E01000408,4,5,4,5,10,2,3,3,4,12404,15033,9945,13676,32686,4267,9075,7519,11929
E01000409,5,9,3,7,8,4,7,7,4,15313,29136,7579,21886,24827,10629,19945,22447,10619
E01000410,6,8,4,6,6,3,5,6,4,17174,25566,10897,16515,18967,9503,16201,16787,10283
E01000411,5,7,4,6,6,4,4,5,3,15095,21579,10029,18229,18788,10899,12065,13969,6810
E01000412,6,7,5,3,3,3,5,6,3,18470,22977,14015,8267,9226,9449,15478,17012,8778
E01000413,4,5,3,5,7,3,5,7,3,11670,14554,9226,15545,19949,8347,15980,20182,6770
E01000414,6,8,5,5,10,2,3,4,2,19437,26095,13565,15940,32586,5163,8969,10477,5974
E01000415,6,9,4,8,8,4,6,8,3,17362,28797,9856,23456,24999,11737,19400,23284,9080
E01000416,5,7,4,2,6,2,6,8,3,16073,19969,12324,5338,16913,3325,19051,23185,8703
E01000417,5,7,4,2,3,2,5,6,2,15623,21161,10996,3754,8400,5177,14389,17760,6567
E01000418,5,5,5,1,3,2,5,5,3,14980,16222,13214,3127,9745,3850,13600,14425,8591
E01000419,7,10,4,5,5,3,5,6,3,19802,29970,12227,13156,14654,9465,15150,16428,8900
E01000420,4,5,4,6,7,3,6,7,4,12451,13370,11282,18351,20928,9850,19605,20824,11800
E01000421,7,9,6,5,5,4,7,8,4,22611,28842,16475,15095,14874,10890,20068,23471,9887
E01000422,4,6,3,1,6,1,7,9,3,12851,17221,9244,1460,16920,1111,22167,28691,8888
E01000423,7,8,6,7,5,5,5,5,4,21509,24261,17816,21643,16204,16093,16199,16314,10893
E01000424,9,10,8,6,7,4,3,3,3,28240,30478,24345,19353,21226,10412,8923,8997,8056
E01000425,8,9,6,4,3,5,7,8,5,23440,28854,17680,12422,8553,15245,22580,24042,13488
E01000426,7,7,6,5,6,3,3,3,4,20705,20821,19226,13180,18328,7540,8907,7347,11988
E01000427,6,8,5,3,5,2,6,6,4,19191,24416,14185,8676,14897,6059,17109,17117,11570
E01000428,5,4,5,2,5,1,6,6,3,13210,11303,14921,4337,15915,2955,17386,18996,9846
E01000429,3,3,3,1,4,1,6,5,5,8290,7441,9310,429,10301,1003,16491,13979,15627
E01000430,6,7,5,2,4,2,8,8,6,18163,19814,15756,4474,10844,4585,25612,25048,18251
E01000431,3,4,2,1,5,1,5,5,4,8362,11480,6120,1994,15240,1622,16359,16114,11474
E01000432,3,6,2,3,6,2,6,5,5,9543,16508,5476,7401,18062,4236,17535,15034,16214
E01000433,3,5,2,2,6,1,5,6,3,9099,14912,5516,3559,18224,2130,15764,18838,7507
E01000434,1,1,2,2,6,1,6,5,6,2803,2554,3425,4507,17497,2744,16635,13590,16974
E01000435,3,4,2,1,2,2,5,7,2,7738,11282,5318,1726,6325,3932,15564,20448,6088
E01000436,6,8,5,8,8,5,6,8,3,19031,23528,14481,25352,23821,14263,19294,23416,8849
E01000437,5,6,4,5,6,3,6,6,4,14217,17957,10852,15974,18907,9142,17833,17299,12870
E01000438,4,4,4,5,9,2,4,3,4,11678,12416,10846,15504,26559,6179,11304,9620,12209
E01000439,3,4,3,6,10,2,3,3,4,9150,11418,7353,16645,32735,5432,9522,8290,10911
E01000440,5,7,3,7,7,4,6,5,4,13482,21492,8079,21449,19845,12948,17119,16209,12935
E01000441,3,3,3,4,9,2,6,6,4,7879,8351,7496,10957,27693,3990,17738,17546,12289
E01000442,4,7,3,5,6,3,6,5,4,12459,19815,7563,14464,18258,8409,16822,16116,12457
E01000443,5,6,4,3,5,3,4,4,3,15400,17790,12730,9834,14833,6893,12696,12400,9848
E01000444,9,10,7,3,2,6,6,9,2,26437,31682,20477,9722,5430,18457,19257,29192,5549
E01000445,7,8,5,5,5,4,7,7,5,20565,24864,15888,13961,13650,10876,21800,22396,13987
E01000446,6,8,5,7,9,4,6,5,4,19571,25534,14071,22351,27193,9979,16476,16011,11871
E01000447,8,9,7,6,9,3,4,6,2,26012,27372,22894,16796,26599,6843,12996,18536,4549
E01000448,9,10,8,8,6,6,7,8,4,28670,31587,24243,25074,17436,19096,22292,24978,12013
E01000449,9,10,8,7,8,4,7,9,3,28169,31903,23136,22531,24772,11122,20148,27382,7282
E01000450,5,7,3,4,6,2,6,6,4,14365,21168,9359,10442,17684,6103,19052,19363,12571
E01000451,5,8,3,6,7,3,5,5,4,15690,23809,9839,18442,22090,9375,15268,14742,11310
E01000452,6,8,4,7,8,4,5,5,4,18014,24223,12674,22717,25970,10731,14858,14086,11537
E01000453,5,7,3,8,9,4,5,5,4,14292,21250,9229,23306,28460,10164,15019,14223,11640
E01000454,4,7,2,5,7,2,5,5,3,11871,21083,6505,13843,22438,6471,13839,14191,9322
E01000455,6,8,4,7,8,4,5,5,5,16605,24257,10752,21397,24535,10394,15283,13665,13205
E01000456,6,9,5,7,7,4,6,5,4,19558,26645,13459,20681,20942,11582,16429,15502,12572
E01000457,6,5,7,4,8,2,5,5,4,18929,15531,21734,11859,25466,4752,15445,15357,10738
E01000458,9,10,8,4,5,3,7,8,5,27557,29977,23569,13058,16064,8548,22803,24196,13711
E01000459,7,8,6,4,9,2,7,7,5,21552,24486,17724,12162,27857,4435,20454,20485,13777
E01000460,8,10,6,4,4,4,8,10,5,23869,30672,17216,11414,11028,10830,26137,30368,13196
E01000461,8,10,5,3,3,4,7,7,4,23255,30596,16395,8827,7162,12901,20963,22948,11795
E01000462,6,7,5,4,9,2,3,3,3,18275,20289,15566,13104,28518,4704,7436,6994,9141
E01000463,7,9,6,7,7,5,6,6,5,22792,27634,17514,21920,20198,13143,18201,17598,13185
E01000464,5,7,3,2,7,1,7,8,4,14767,21640,9600,3897,20121,2052,22507,25952,11442
E01000465,4,4,3,2,9,1,8,10,3,10042,13009,7765,3918,27847,1383,23999,30725,9781
E01000466,5,6,4,2,7,1,8,9,4,14524,18427,10985,3492,19750,1900,24681,28030,12929
E01000467,6,7,5,2,6,1,7,8,3,18035,19996,15422,5691,18325,3239,19929,24441,8890
E01000468,9,9,8,1,2,1,8,9,4,26380,27285,23680,258,3740,2836,24843,28250,12982
E01000469,7,8,6,2,5,1,7,7,4,21505,22999,18792,3699,13669,3045,20331,22375,11322
E01000470,4,5,3,1,6,1,7,9,4,10233,15121,6892,1019,17317,791,21844,26460,10023
E01000471,4,7,2,1,4,1,4,7,1,12182,21849,6536,342,11558,782,12175,21847,2657
E01000472,6,6,7,1,8,1,2,3,1,19631,17167,21106,560,25003,238,3827,7066,2529
E01000473,3,6,2,1,10,1,3,5,1,9801,18831,5043,846,31056,200,8910,15761,2438
E01000474,3,6,2,1,6,1,5,8,2,9283,18416,4598,714,17691,598,15033,23017,4299
E01000475,6,8,5,1,4,1,4,7,1,18822,24373,13665,97,11709,458,12433,21362,2967
E01000476,3,5,2,1,8,1,3,6,1,9107,13388,6186,2784,25029,1146,9031,16532,2255
E01000477,3,4,3,1,6,1,3,6,1,8255,10098,6788,119,19448,141,9135,17152,2136
E01000478,4,6,3,1,8,1,2,4,1,12606,18870,8111,1049,23177,503,4963,12551,1098
E01000479,8,9,7,2,5,1,4,8,1,24645,26437,21313,4126,15418,2926,11988,23167,2223
E01000480,9,10,8,3,8,1,4,7,1,28680,29822,25701,7228,24216,2989,11798,19869,3010
E01000481,8,8,7,1,5,1,3,5,1,25132,26208,22359,77,16217,160,8366,13249,3114
E01000482,6,8,4,1,10,1,5,8,2,18177,23871,13076,944,31299,228,13978,23361,3358
E01000483,4,6,3,1,9,1,4,6,2,13038,19517,8383,894,26687,319,11800,18531,3515
E01000484,4,5,4,1,4,1,4,5,2,12166,13570,10635,38,11612,244,9871,13512,4401
E01000485,5,4,6,1,6,1,6,10,2,15535,12594,18304,899,18849,628,19182,30099,5142
E01000486,8,9,7,1,5,1,6,8,2,24479,26776,20762,1933,13242,1863,16434,23258,5456
E01000487,8,9,7,1,9,1,5,7,2,24820,26717,21394,2067,27907,732,14379,21006,4597
E01000488,6,5,7,1,8,1,4,7,1,17531,14592,19964,1207,23780,550,10608,20953,1979
E01000489,9,8,9,2,8,1,4,7,1,26525,24036,27191,5379,25510,2100,10131,20183,1906
E01000490,7,5,10,1,9,1,3,7,1,21604,14249,30548,1879,27265,684,9158,19733,1533
E01000491,7,6,8,1,6,1,5,8,1,22345,18350,25322,2265,18960,1368,13403,23838,2850
E01000492,10,10,9,3,8,1,3,6,1,29888,30497,27454,7094,25214,2801,9440,17892,2104
E01000493,9,9,9,3,9,2,3,5,1,29204,29118,27353,9725,27238,3572,9057,14601,3013
E01000494,9,9,9,1,6,1,5,9,1,28540,27847,27216,1669,17821,1149,13858,26795,2397
E01000495,7,6,8,1,8,1,4,9,1,22816,18727,25902,993,23478,468,12247,26749,1678
E01000497,6,8,5,1,10,1,5,9,1,18620,24484,13345,2541,31319,761,14732,28592,2496
E01000498,3,4,2,1,6,1,3,6,1,7502,12795,4397,827,17779,651,8483,18858,1411
E01000499,4,6,3,1,9,1,4,6,1,11167,17324,7084,1743,28806,583,10075,16903,2835
E01000501,5,7,4,1,8,1,5,9,1,16251,20084,12512,480,23714,232,14267,27312,2508
E01000502,6,7,5,1,7,1,5,7,2,19363,22845,15418,1921,20474,1065,14017,22217,3789
E01000503,6,7,5,1,7,1,4,7,1,17886,20720,14642,1204,22730,593,11816,20893,2699
E01000504,8,7,8,1,7,1,4,6,1,23824,20539,25638,2343,19874,1325,10696,17495,3056
E01000505,7,8,6,1,7,1,5,8,2,21114,24333,17105,1620,22243,817,15112,25647,3446
E01000506,4,3,4,1,7,1,2,4,1,11082,9618,12665,1274,20524,747,4354,10178,1414
E01000507,7,7,6,1,6,1,5,8,2,21656,22399,19593,1812,17079,1302,14980,25419,3428
E01000508,3,5,2,1,9,1,3,5,1,8416,13906,5091,901,28036,287,9063,14536,3046
E01000509,3,5,2,1,9,1,3,5,1,8695,13868,5423,1876,26667,707,6828,15610,1327
E01000510,5,5,4,1,10,1,2,6,1,13833,16268,11326,1552,31866,426,6324,17530,788
E01000511,5,6,5,1,9,1,2,5,1,16116,16726,14810,1265,28613,414,4086,13855,482
E01000512,9,8,8,1,5,1,2,3,1,26942,26275,25675,2696,15197,2081,5382,8541,3231
E01000513,5,8,4,2,9,1,3,4,1,16212,23818,10465,4853,27930,1702,7833,12749,2922
E01000514,8,10,6,1,6,1,4,5,2,23518,29599,17325,2332,17341,1567,11766,14992,5491
E01000515,6,7,4,1,8,1,5,9,1,16545,21270,12224,476,23996,223,14990,28583,2637
E01000516,6,8,4,2,10,1,3,4,1,16778,24596,10802,3427,30394,1078,7950,12857,2968
E01000517,8,9,7,2,8,1,4,5,2,24909,26741,21501,4904,26076,1869,10268,15554,3571
E01000518,6,7,5,1,5,1,4,5,2,18010,22387,13725,1137,15677,1000,10908,15232,4338
E01000519,7,8,6,1,9,1,5,7,2,22050,23919,18973,1502,27999,525,14655,22213,4300
E01000520,6,8,5,1,8,1,5,6,2,18990,23616,14363,1575,24470,689,13201,18004,5038
E01000521,3,4,2,1,10,1,1,3,1,7977,11125,5744,297,32293,1,2819,9409,602
E01000522,4,6,3,1,8,1,4,6,2,12939,18056,8922,520,23200,265,11029,17208,3438
E01000523,2,2,3,2,10,1,2,4,1,6471,5250,8171,3410,32047,995,5104,11158,1586
E01000524,3,3,3,1,10,1,2,4,1,8272,8253,8343,2253,32117,638,4618,12752,880
E01000525,4,6,3,1,10,1,3,6,1,10696,17008,6634,2869,31981,836,7406,18375,1051
E01000526,4,7,3,1,10,1,5,9,1,11876,19925,6905,739,31756,156,14451,27791,2507
E01000527,4,6,2,1,10,1,3,4,1,10142,17630,5784,1382,32002,367,7175,12355,2591
E01000528,5,6,4,1,10,1,3,6,1,14024,18297,10334,225,30263,3,8134,18679,1285
E01000530,9,9,9,3,9,1,3,4,1,28197,27385,27012,8132,29482,2710,7790,12991,2775
E01000531,7,7,7,1,10,1,3,4,2,21313,19792,21448,2589,29996,830,7054,10192,3818
E01000532,6,5,7,1,5,1,3,5,1,17944,13925,21897,1333,15314,1175,8815,16388,2174
E01000533,4,6,3,1,10,1,2,5,1,11549,17160,7643,2288,30038,721,6085,14654,1185
E01000534,8,8,7,2,8,1,3,5,1,24094,25357,21274,5140,24685,2094,8407,14286,2671
E01000535,6,6,6,2,10,1,1,2,1,18811,19318,17254,3848,31916,1131,1668,4534,1386
E01000536,10,10,9,2,7,1,5,8,2,30694,30647,29058,4964,21868,2328,15777,24189,4447
E01000538,10,10,9,2,4,2,4,5,2,30888,31857,28374,6500,12356,5597,11599,13937,6175
E01000539,10,10,8,2,6,1,5,7,2,29885,32194,25998,5331,19255,2875,14127,20110,4798
E01000540,10,10,9,2,5,2,5,7,2,30349,30377,28587,6564,13928,4980,16088,22345,5580
E01000541,9,10,7,1,6,1,5,7,2,27836,31785,22690,1831,17025,1316,13615,20252,4235
E01000543,7,7,7,1,7,1,4,7,1,22084,22336,20377,1951,21760,991,11087,21615,2078
E01000544,7,9,5,1,9,1,3,6,1,20456,26547,14719,1590,27446,576,9188,16530,2361
E01000545,7,4,10,1,10,1,2,3,1,20236,12905,29603,2378,32229,674,4557,9680,1747
E01000546,8,6,9,1,10,1,4,6,2,24244,18678,29228,2994,31972,875,10966,16983,3484
E01000547,7,6,9,1,8,1,3,5,1,22256,16453,28024,3256,26061,1268,8646,13860,3050
E01000548,7,6,9,1,9,1,3,7,1,22483,17750,26490,1397,28395,470,8047,22103,776
E01000549,9,8,10,2,8,1,3,4,2,28226,23313,31780,5257,23808,2229,8161,12095,3591
E01000550,6,6,6,2,10,1,3,7,1,18558,17604,18491,5043,31896,1503,7905,21240,833
E01000551,5,7,3,1,10,1,4,7,1,14034,20384,9266,2030,32360,561,12050,21560,2664
E01000552,4,6,3,1,8,1,1,2,1,11208,17963,6877,1581,25475,649,2593,5445,2106
E01000553,5,5,5,1,10,1,3,4,1,16231,16313,15396,1306,31854,345,7556,13134,2521
E01000554,6,5,6,2,10,1,4,6,1,17109,14290,19422,3329,30982,1019,10335,16725,3099
E01000555,9,9,8,2,8,1,4,5,2,26893,27128,24789,4015,24302,1675,10253,15171,3750
E01000556,6,5,6,1,10,1,1,3,1,16517,15252,17040,1351,32589,341,2559,6587,1313
E01000557,8,8,8,1,10,1,4,6,1,24693,23440,24117,2728,32705,763,10575,17365,3029
E01000558,8,7,9,1,8,1,4,6,1,25424,21753,27558,2851,24257,1226,10120,19050,2179
E01000559,9,7,9,1,9,1,4,6,1,26347,21834,29509,2901,27906,1030,9939,16906,2741
E01000560,8,7,10,1,8,1,4,6,1,25820,19755,31241,2850,25428,1151,10451,17667,2834
E01000561,9,8,9,1,8,1,5,9,1,27405,25700,27221,1943,25914,764,13557,27480,2113
E01000562,9,9,9,2,6,2,5,8,2,29217,27717,28773,6342,18982,3449,15443,25506,3707
E01000563,10,10,9,4,9,2,5,7,2,30944,31697,28652,10793,29210,3691,14177,21057,4388
E01000564,7,8,5,1,6,1,5,7,2,20720,24466,16373,1037,18360,736,14221,22045,4014
E01000565,6,6,6,1,10,1,5,7,2,18249,18576,16956,2714,29683,880,14814,21844,4619
E01000566,7,8,7,1,4,1,5,6,2,22506,23802,19805,1991,9973,2658,13664,18610,5123
E01000567,8,8,7,1,8,1,5,7,2,25000,25652,22561,2692,25600,1077,14159,21181,4322
E01000568,9,8,10,1,1,1,5,5,3,29003,24718,31754,2,3220,267,13999,15026,8588
