lsoa_code,IMD_decile,Income_decile,Employment_decile,Education_decile,Health_decile,Crime_decile,Housing_and_Access_decile,Environment_decile,IMD_rank,Income_rank,Employment_rank,Education_rank,Health_rank,Crime_rank,Housing_and_Access_rank,Environment_rank
E01020952,4,3,4,4,4,3,8,3,11271,8894,11161,10483,11902,9768,26003,9561
E01020953,8,8,7,6,5,7,7,9,24970,24387,21715,18599,16297,21941,21736,26959
E01020954,8,8,6,6,9,9,9,6,26249,24066,19457,18118,26966,26907,27285,18906
E01020955,2,2,1,2,3,5,6,7,5547,4999,2971,3608,8199,15586,16730,19709
E01020956,6,6,5,4,6,8,3,9,17357,18813,14353,10514,16682,25615,7184,27461
E01020957,4,4,4,3,5,3,3,6,11033,11058,10632,9606,13689,8049,8145,19002
E01020959,6,5,5,4,7,7,6,4,17143,15118,16401,11138,20112,20106,17824,11023
E01020960,6,5,6,7,9,7,1,8,19051,15165,18833,21616,27040,22386,2936,25520
E01020961,6,6,5,4,7,5,4,9,17860,18329,13741,11244,21762,14810,12290,26316
E01020962,6,6,5,5,7,9,2,10,19201,18066,15484,15651,20628,27004,5532,31326
E01020963,8,7,7,9,8,6,6,7,25328,20609,21354,28063,23067,19700,19067,20441
E01020964,8,6,7,8,7,7,7,6,23852,16988,22053,26143,20966,21454,21775,17499
E01020965,4,4,4,5,5,7,4,2,12783,12169,11333,14597,13567,20030,12335,6568
E01020966,4,3,2,8,3,4,4,6,9987,8626,5678,24719,9395,9943,9959,18932
E01020967,5,4,3,7,4,5,6,7,14134,10164,9057,22668,12919,15116,16748,22326
E01020968,5,3,4,4,5,7,6,5,13274,9179,12207,10917,13352,22511,17410,14610
E01020969,5,5,4,5,4,4,5,7,14383,14559,11429,13654,11175,11938,15723,21535
E01020970,7,7,8,7,8,8,1,8,20649,21043,24740,21184,25365,23435,1430,24066
E01020971,3,3,3,3,3,7,5,8,9792,8911,6734,6844,8338,21117,15102,23397
E01020972,1,1,1,1,1,2,3,7,147,60,60,96,1446,4365,8322,22701
E01020973,3,3,2,3,4,4,3,5,7342,6569,5942,6884,10078,10733,9447,15547
E01020974,3,4,3,3,4,2,4,8,9069,9990,8225,7489,10168,5136,9932,24291
E01020975,3,3,4,5,4,2,2,2,8378,8875,10108,14358,12165,6251,5730,4401
E01020976,4,4,3,7,4,3,3,6,11722,12175,8628,20102,11927,8481,7426,18369
E01020977,2,2,2,2,2,5,5,2,5410,4391,4669,6362,6218,15836,14746,6020
E01020978,2,2,2,2,3,1,3,1,3452,5369,4205,5719,7304,2018,7552,2178
E01020979,1,1,1,1,1,1,3,2,333,877,516,2894,512,422,9064,3770
E01020980,1,1,2,3,2,2,2,1,2966,2416,3299,8206,5649,6239,6463,2518
E01020981,4,4,3,5,5,3,5,1,9871,10305,9634,14689,14235,8554,15018,2716
E01020982,1,1,1,2,1,3,4,2,706,609,396,4769,935,6584,10961,4465
E01020983,1,1,1,1,1,1,3,3,626,715,1373,2533,328,1494,9362,7652
E01020984,1,1,2,2,2,1,4,2,2558,3057,3511,4915,3814,1074,9954,5577
E01020985,1,2,2,4,2,1,3,1,3059,3757,3507,11686,6451,2722,6724,909
E01020986,6,7,5,6,4,9,2,10,18355,20917,16060,16495,11323,28694,5095,29666
E01020987,8,7,8,5,6,8,5,9,23407,21142,23752,14285,17731,24383,14891,27929
E01020988,7,8,6,7,6,8,3,9,22045,24295,17454,20249,17046,25243,7434,29396
E01020989,1,1,1,2,1,1,3,3,1555,2396,1446,5795,1143,1564,9452,6684
E01020990,2,2,2,2,2,4,5,1,4158,4262,3413,6553,5994,11873,13647,2581
E01020991,3,3,4,7,3,2,3,3,9224,9305,10316,20491,7095,5788,6941,9588
E01020992,1,1,1,3,2,1,3,2,2468,2289,2246,7955,3285,3133,9099,5859
E01020993,1,1,1,1,1,2,4,6,730,770,895,931,553,4340,11563,19520
E01020994,1,1,1,1,1,4,3,8,2025,2663,1689,412,2561,10419,9482,25182
E01020995,1,1,1,1,1,4,3,10,1849,2518,1193,901,1753,10176,7705,31528
E01020996,3,3,2,2,3,6,3,10,8422,7603,6371,5754,7328,19031,9689,30515
E01020997,4,3,3,4,3,3,3,10,9909,8289,8871,12628,8675,9393,7034,30104
E01020998,2,2,2,6,2,3,1,3,4893,5473,4590,18357,3660,7168,2595,9363
E01020999,5,5,5,3,5,6,2,9,14493,16115,14389,8483,13318,16524,6454,27374
E01021000,5,5,5,6,5,5,6,3,16199,16387,14951,16686,15277,16037,18882,6590
E01021001,5,5,6,4,4,4,6,4,15626,14347,18611,11213,13009,10651,19443,13022
E01021002,4,4,5,5,6,1,5,3,10972,11597,13502,13491,19343,1710,14449,7849
E01021003,3,3,3,5,3,1,3,1,6825,8250,8679,13296,8962,2966,9523,3049
E01021004,4,4,4,3,3,3,5,5,10516,11551,11160,8641,8455,6845,15083,15172
E01021005,1,1,1,1,1,3,4,9,1054,519,971,756,1869,9428,11821,27305
E01021006,4,4,4,4,4,5,4,4,11459,10520,9942,10727,12234,15560,13044,11547
E01021007,7,8,8,6,6,5,2,10,22118,26194,25107,18953,18501,13435,4688,29620
E01021008,5,5,6,5,5,8,2,6,16422,15082,17421,15310,13226,23021,6387,18159
E01021009,7,7,6,7,6,8,2,7,19824,20082,17574,21652,18330,25241,4734,21967
E01021010,7,7,8,5,6,5,8,6,22693,21925,23180,15915,18336,13844,23452,18447
E01021011,4,5,4,3,3,4,6,4,11363,13529,10476,8442,8705,12630,18889,9948
E01021012,2,2,2,5,2,2,4,2,5628,5835,4862,13144,4599,6028,12802,6251
E01021013,4,4,4,2,4,3,6,4,10028,9942,12252,6234,9922,7857,19336,9904
E01021014,2,2,2,2,3,5,5,1,5093,4492,4867,4672,8893,13230,15487,3267
E01021015,1,1,1,1,1,2,3,8,186,34,363,275,686,3366,8045,23748
E01021016,2,2,3,2,3,1,2,4,4561,5591,6688,3365,9006,2139,4833,11827
E01021017,3,3,3,3,3,3,2,2,6840,9757,8749,7686,9349,6786,4476,4129
E01021018,6,6,6,6,4,5,2,9,17638,18898,17627,17178,12753,14381,6244,28189
E01021019,1,1,1,1,1,4,4,8,972,1066,162,3261,628,10909,12502,25103
E01021020,1,2,1,1,2,3,2,8,3243,3568,2721,3123,4762,7193,3916,24002
E01021021,5,5,6,4,6,5,2,8,16373,14848,17796,10410,19577,15974,5950,26185
E01021022,6,8,7,8,9,6,3,1,18538,24240,22938,24125,28968,19669,8601,934
E01021023,10,8,9,8,9,9,6,9,29809,25056,26307,25703,29481,26457,17809,27686
E01021024,5,6,6,5,8,9,2,1,14741,17874,16692,14812,26048,28101,4913,1921
E01021025,7,9,9,6,9,10,1,3,22744,29332,28483,16950,29423,31519,3177,7768
E01021026,10,9,10,9,10,9,3,6,29868,28966,31459,26418,31025,29434,9737,18820
E01021027,8,7,8,6,8,9,4,9,25443,21699,25022,16528,24757,28359,11170,29256
E01021028,8,7,8,3,8,9,7,10,24818,21055,25270,9206,23042,29347,20983,32230
E01021029,8,7,7,5,8,7,9,9,26064,22202,22396,14672,24647,22224,27509,28263
E01021030,8,6,6,7,8,9,8,9,24887,16842,18840,21590,23350,28344,25493,28399
E01021031,4,4,4,2,3,6,7,7,11919,10057,12128,5642,9314,19632,20418,20256
E01021032,6,9,9,9,9,8,1,2,18116,28071,26713,27599,29516,23241,399,3667
E01021033,7,6,6,6,9,6,7,8,22258,17618,17037,17825,26688,16459,21942,24473
E01021034,6,5,6,4,8,8,2,10,18029,14824,18778,12742,23250,25861,3784,30343
E01021035,8,6,7,9,8,7,8,4,23548,17249,22221,27408,24410,20873,23166,10498
E01021036,8,7,8,9,9,3,5,7,23986,21128,23123,27423,26356,9617,13929,22440
E01021037,2,2,2,1,6,6,1,9,5932,6197,5977,1200,17569,16501,2689,29483
E01021038,7,6,6,10,9,6,6,4,22723,19495,18453,29987,27130,16635,16687,11343
E01021039,10,9,9,10,10,6,10,4,29742,28651,28401,30083,30114,19139,29674,10274
E01021040,8,7,6,8,5,9,6,8,23576,21796,18766,23033,14318,27393,18696,24058
E01021041,8,7,7,9,9,8,3,8,24983,20438,19708,28706,27371,25835,9790,24623
E01021042,9,7,8,9,9,9,5,8,27943,22726,24144,26768,27772,26375,14191,26058
E01021043,7,5,6,7,9,6,6,7,21782,14365,18884,21951,27222,18327,17882,20172
E01021044,3,3,3,1,4,5,5,9,8166,7459,7554,2267,10403,14512,15120,29267
E01021045,4,4,3,3,5,3,5,7,11058,10677,9347,6617,15965,8965,13775,20867
E01021046,7,7,6,4,6,10,2,10,20393,22238,19604,12395,19096,29889,4640,30872
E01021047,5,6,5,2,5,6,3,8,13805,17491,13518,4513,15249,17569,9082,23560
E01021048,3,3,3,2,4,5,6,4,7680,7104,6831,3980,10501,14000,17274,10924
E01021049,2,2,2,1,3,4,4,3,5223,3914,5510,3194,8968,13131,11777,9245
E01021050,3,3,2,2,4,3,2,9,6735,9136,6436,3382,9894,7394,3576,29296
E01021051,4,4,4,3,4,5,4,7,11401,12566,10675,6611,10743,14071,10377,20348
E01021052,10,10,10,9,10,10,5,6,31476,31219,30929,29058,30288,32461,15844,17782
E01021053,7,7,6,8,7,10,2,5,21858,21592,19587,23729,22865,31179,5361,15629
E01021054,6,7,6,6,8,8,2,2,17173,20578,17713,18704,23206,25994,3891,5622
E01021055,8,6,6,5,8,9,9,10,24846,18879,19207,14445,24883,27515,28307,30621
E01021056,9,9,8,9,9,9,4,8,28658,27731,24717,26737,29421,26884,10984,23441
E01021057,3,3,4,2,5,7,1,1,7729,8900,10850,6309,15145,20004,2602,2848
E01021058,6,4,4,3,7,6,7,8,16526,12830,11387,9451,22903,18964,21817,25560
E01021059,5,4,5,3,5,7,3,9,14055,11852,13723,8655,14986,20302,7487,29165
E01021060,3,3,4,2,4,6,2,9,9796,9852,10928,4059,10621,17239,5806,26753
E01021061,7,6,6,4,7,8,7,9,21548,19194,17155,10806,21203,25714,21055,27679
E01021062,3,2,2,2,4,6,3,9,6876,6184,3803,4064,12801,17964,8140,29304
E01021063,7,7,5,5,8,8,3,10,21084,20600,15230,15569,23836,23799,9122,31504
E01021064,5,5,4,3,3,8,8,6,13994,13517,10797,8445,9732,23712,23892,18959
E01021065,3,2,3,2,2,5,6,4,6771,4653,7392,5770,5869,15487,19079,10144
E01021066,6,5,5,3,5,5,8,9,16556,14283,15138,7923,13372,15952,25725,28667
E01021067,10,9,10,8,9,10,9,4,30381,28949,30079,25237,26962,30343,27901,11893
E01021068,6,10,10,9,9,10,1,1,18765,30252,31926,27187,27537,31131,626,1610
E01021069,8,8,7,8,8,9,6,6,25735,23420,19716,24685,24383,26909,19248,16907
E01021070,6,5,6,4,6,7,6,5,18052,16073,17471,12662,17181,20184,17665,13580
E01021071,4,4,3,4,4,5,7,5,12157,11322,8467,11188,10644,15442,21897,16046
E01021072,9,9,8,8,8,10,3,10,28185,26758,23812,24573,25814,32054,8897,32433
E01021073,8,7,7,5,7,9,7,10,25769,22337,22171,15849,22705,26534,19755,30074
E01021074,5,4,3,4,6,8,7,10,15745,12882,8760,10429,17656,25565,20737,30273
E01021075,8,7,7,6,9,10,3,10,24812,21179,21160,17128,29008,29647,9029,32658
E01021076,4,3,3,2,5,8,3,9,10492,9125,7805,5989,13568,23381,7713,29367
E01021077,7,6,5,8,6,9,5,10,22507,17082,14849,24776,19459,28972,16012,30908
E01021078,10,8,8,8,9,9,7,9,29966,25014,25096,25246,28263,28018,21228,28841
E01021079,6,5,5,6,6,6,4,8,18399,15273,13972,17801,19139,18953,12755,23883
E01021080,6,5,3,6,6,7,5,8,17100,15483,9496,19165,18254,20652,14552,23730
E01021081,8,8,6,6,7,10,3,9,23167,23148,18603,17276,22622,32418,7430,29006
E01021082,8,8,8,8,9,10,1,9,24253,25802,23475,24792,27177,30177,2401,27526
E01021083,9,10,9,8,10,10,2,10,28960,31307,27230,25407,29575,32094,4577,32673
E01021084,5,4,4,4,6,7,6,7,15572,11046,11791,12425,17365,22307,18674,20274
E01021085,9,10,10,9,9,9,2,7,28840,30231,29835,27864,28897,28213,6374,20223
E01021086,8,7,6,7,8,6,5,9,23268,21757,17198,20369,23555,19474,14129,28090
E01021087,5,7,7,9,5,6,1,2,15617,21831,19850,26865,16420,16533,1447,5742
E01021088,8,7,7,6,7,9,9,4,23985,22348,21891,16699,20396,26617,26582,12699
E01021089,5,4,4,4,5,6,9,8,14834,10017,10249,12977,14738,18446,27356,23000
E01021090,3,3,3,5,4,3,6,2,9455,9450,7973,13751,10765,8825,18287,5176
E01021091,2,3,2,4,2,3,5,3,5728,6629,4661,10253,4514,6792,14707,6629
E01021092,3,2,2,5,3,5,5,3,7179,4755,4356,14928,9466,14493,15321,9395
E01021093,7,7,4,9,7,9,3,8,21245,21669,11873,27987,20117,29492,8718,25030
E01021094,7,7,7,7,6,10,4,6,22769,20161,21011,22369,16628,31088,11180,19472
E01021095,8,8,6,8,6,10,3,10,23371,24262,18012,23011,16735,31606,7653,30950
E01021096,4,6,6,7,7,9,1,1,11932,19527,18219,22980,22020,27708,866,383
E01021097,5,7,7,8,6,7,1,1,14628,20587,20917,25303,18326,19806,1246,2806
E01021098,8,7,7,7,8,9,6,2,23020,20766,22539,21795,25769,27870,19469,5809
E01021099,5,9,6,9,7,10,1,1,14823,26458,18552,26836,22877,30915,432,1762
E01021100,5,6,7,7,8,8,1,1,13233,19558,20061,21671,23596,25675,639,1490
E01021101,4,5,4,4,5,6,2,4,12483,14043,12778,10739,14415,17316,4881,11917
E01021102,3,5,5,2,5,5,1,1,7664,15607,14115,4875,16175,15441,1618,666
E01021103,2,3,3,2,5,2,1,1,3899,8861,7971,6433,16300,3758,223,482
E01021104,6,7,8,7,6,8,2,1,17882,22159,24624,22564,18621,24858,4404,2783
E01021105,7,6,5,6,7,7,8,5,20034,17036,14016,18702,21230,20359,25105,15076
E01021106,7,7,4,7,6,10,6,9,21368,20215,11634,20885,16569,31135,19401,28428
E01021107,8,8,6,8,6,10,3,9,24922,25975,19235,23703,19500,30977,9062,27788
E01021108,6,5,5,6,7,8,5,6,19430,15414,15636,18910,20384,23548,14525,17215
E01021109,5,6,6,4,7,6,1,3,14420,16965,18617,11520,20789,17333,2596,9344
E01021110,7,7,5,7,6,9,3,8,19731,21408,13362,20142,19233,26776,6942,23601
E01021111,4,3,4,6,3,7,5,8,13042,9491,10038,16499,8770,20967,14322,24420
E01021112,7,7,6,7,5,9,3,8,21750,20316,18246,21556,15196,29551,9695,25467
E01021113,5,4,5,4,4,6,7,6,15549,11994,15785,10108,11682,18947,22783,18779
E01021114,4,5,4,3,6,10,1,4,12377,13755,11519,8782,18450,30095,3080,12268
E01021115,8,9,9,8,9,10,4,2,24788,26490,28452,24583,27669,29729,10813,4677
E01021116,5,5,5,3,7,9,2,4,15071,14871,15883,9132,22468,27750,5134,10980
E01021117,5,6,5,3,7,6,4,4,16187,16715,14068,9170,22793,18168,13059,12389
E01021118,6,5,6,4,7,6,5,3,16699,15996,16699,11997,22737,18187,15547,6810
E01021119,2,1,1,1,3,6,5,7,3441,2816,2522,737,7011,18688,15646,22888
E01021120,5,6,4,6,4,6,2,9,15443,17167,12699,18044,12741,16995,4051,28851
E01021121,5,5,3,6,5,5,5,7,15017,14084,9590,18518,13760,15899,13704,20058
E01021122,3,3,3,4,2,7,6,4,9078,7930,7248,11886,5564,20666,17557,9938
E01021123,9,8,8,8,8,9,4,10,27633,24698,23279,26030,24668,28387,11262,29758
E01021124,9,8,7,7,6,10,8,10,27085,25478,20125,20645,18323,30376,24506,29807
E01021125,6,7,6,6,5,9,2,4,18588,22494,17974,18100,16398,27284,5449,10794
E01021126,4,5,3,6,4,8,3,5,12608,13227,7834,16785,10154,25923,8659,15913
E01021127,3,3,2,3,3,7,5,8,8944,8885,4504,7036,9227,20863,14326,25711
E01021128,5,5,4,4,4,10,3,9,16207,15696,12240,11268,13080,29923,9420,28267
E01021129,9,7,6,6,9,8,7,9,26348,22862,19492,17807,26836,25593,22422,29305
E01021130,6,6,5,5,5,6,7,8,18880,17850,14259,14156,15203,18746,20928,23810
E01021131,3,3,2,3,5,7,5,4,9168,7074,6501,7050,13141,22948,13832,12944
E01021132,9,8,8,8,9,10,5,6,27632,23850,25042,25017,27358,30747,14888,17325
E01021133,5,5,4,6,7,7,2,3,14958,14073,13032,16672,22518,22442,6336,7980
E01021134,8,6,9,7,9,9,8,3,25087,18865,26461,19993,26981,28187,25645,9252
E01021135,1,1,1,1,3,2,6,6,3263,3206,2732,1097,7114,5755,18982,16832
E01021136,1,1,1,1,1,2,5,9,754,563,379,898,2065,3643,15474,27626
E01021137,2,2,2,1,2,5,5,9,5607,4948,4299,2851,5535,13976,15890,26820
E01021138,4,5,3,6,2,6,3,9,11843,13906,7444,17253,6357,18289,7810,27428
E01021139,5,4,5,4,6,7,4,4,15051,12687,14941,10900,19120,20346,10074,12888
E01021140,7,9,9,9,9,4,1,4,22092,28257,29292,26337,26985,10809,3107,10797
E01021141,7,9,9,10,9,8,2,1,22532,26880,28825,30412,28216,25384,4767,3122
E01021142,7,8,9,9,7,10,2,3,21881,24048,27350,27098,21398,32780,3353,7106
E01021143,6,6,7,6,9,9,2,3,19577,18931,21035,19335,27163,26652,6083,7125
E01021144,9,10,10,9,10,9,2,3,26589,32105,32076,29543,32011,28726,3776,7647
E01021145,6,7,7,8,9,9,1,2,17830,22113,21618,24946,28697,28603,1011,5450
E01021146,7,7,6,6,9,6,4,6,22574,20675,19247,18775,28985,19321,11514,18649
E01021147,8,9,9,8,10,9,3,2,24237,28722,28222,23437,31548,29061,6974,4380
E01021148,6,6,7,7,9,9,2,1,16477,18081,20612,21904,28492,29500,5458,1109
